Tiempo,GiroX,GiroY,GiroZ,KalmanGiroY,GiroXAngle,GiroYAngle,Pitch,Roll,KalmanPitch,DMPYaw,DMPPitch,DMPRoll
7.34,9.08,-26.47,-14.48,4.06,12.07,-5.72,-7.09,2.05,-12.69,-67.27,16.3,-9.74
7.44,5.46,-23.46,-10.21,1.27,12.61,-8.04,3.92,-3.09,-10.68,-59.27,15.13,-1.81
7.53,-5.42,-23.4,-8.39,-8.56,12.11,-10.17,7.56,1.65,-9.71,-58.19,13.3,-1.52
7.62,6.01,-19.63,2.4,5.99,12.83,-12.36,7.95,7.58,-5.49,-50.16,11.51,-7.4
7.71,3.29,-12.55,2.11,4.29,13.12,-13.47,1.87,10.84,-4.45,-50.19,10.93,-6.9
7.8,-1.58,-7.78,0.88,-0.32,12.86,-14.55,-12.54,8.75,-5.6,-41.32,13.28,-9.16
7.89,2.54,-5.21,1.99,3.27,13.1,-15.02,-14.61,9.77,-6.22,-41.08,13.3,-9.0
7.99,4.34,9.97,0.59,2.43,13.65,-14.75,-14.32,4.35,-8.82,-31.83,11.11,-4.6
8.08,2.37,3.48,0.39,0.07,13.86,-14.44,-14.94,5.47,-9.38,-31.76,12.44,-4.28
8.17,-1.52,10.81,-2.92,-5.55,13.76,-13.74,-5.31,4.09,-11.0,-22.56,7.54,-5.33
8.26,3.79,12.15,-0.54,0.13,14.1,-12.63,-3.47,3.88,-10.31,-22.17,8.44,-5.59
8.35,-9.85,16.96,4.69,-12.84,13.55,-11.6,-0.44,13.95,-10.09,-14.38,12.5,-6.1
8.45,8.6,28.15,13.5,6.25,14.36,-8.97,-8.82,6.55,-9.45,-14.8,14.37,-6.51
8.54,-25.11,21.2,7.39,-26.66,12.44,-7.48,-7.14,6.77,-10.26,-3.24,14.33,5.38
8.63,-30.38,16.08,3.82,-31.71,9.69,-6.03,-1.76,2.96,-12.08,-4.41,16.61,3.3
8.73,-33.06,11.07,1.18,-31.05,7.56,-4.88,-5.29,-0.29,-10.43,4.8,19.14,7.81
8.81,-37.5,9.52,-6.31,-35.18,4.21,-4.03,-9.71,5.41,-13.24,3.89,19.9,4.95
8.91,-16.27,14.21,-12.27,-13.31,2.57,-2.79,-11.4,5.3,-13.91,9.65,19.63,6.89
9.0,-2.05,-8.02,-6.05,1.08,2.38,-3.53,-2.82,6.03,-12.83,10.73,21.1,5.51
9.09,27.37,-15.93,-2.09,31.1,4.19,-4.25,-14.5,-1.15,-11.12,17.02,19.39,1.51
9.18,-1.18,24.81,1.79,2.35,4.09,-1.98,-26.97,0.89,-12.23,18.19,17.83,3.76
9.28,7.38,27.8,12.28,11.76,4.43,-0.54,-32.29,9.51,-10.83,23.85,18.03,-7.62
9.37,5.36,22.92,18.45,8.48,4.91,1.5,6.89,10.23,-8.76,24.58,20.69,-6.86
9.46,-0.47,22.16,17.14,4.97,5.13,3.05,3.8,3.93,-5.75,34.76,15.61,-7.45
9.54,1.43,11.38,6.83,7.44,5.25,4.02,-3.14,4.37,-4.97,34.12,17.97,-7.28
9.63,-6.41,7.04,5.69,6.36,5.2,3.08,6.48,5.64,4.23,46.31,10.42,-6.46
9.71,18.91,-20.45,-10.56,31.82,6.75,1.41,-16.65,-13.8,4.96,46.3,11.4,-6.78
9.81,1.34,6.35,-0.89,10.23,6.79,1.85,-5.16,0.76,2.29,55.27,21.49,10.33
9.89,-0.11,0.08,-0.11,8.34,6.78,1.85,-7.35,1.24,2.2,55.56,21.85,10.19
9.99,-1.25,-0.71,0.5,5.05,6.8,1.81,-10.32,2.05,0.24,64.83,22.92,6.38
10.07,0.25,0.56,-0.66,5.96,6.82,1.86,-7.11,2.17,0.16,65.06,22.93,6.25
10.16,23.45,1.09,3.61,27.64,8.11,1.76,-4.41,3.51,0.26,74.64,23.46,-11.13
10.25,-1.21,0.11,0.65,2.72,8.01,1.77,-11.4,1.87,-0.37,74.72,23.66,-9.21
10.34,6.21,-5.53,3.43,8.86,9.65,2.05,-4.93,0.13,0.46,85.85,22.92,-10.38
10.42,0.47,-0.31,0.04,2.81,9.69,2.03,-11.27,2.47,-0.17,85.73,22.58,-9.9
10.51,2.21,1.31,-4.05,3.14,9.69,2.05,-63.22,0.23,-5.5,93.49,21.15,-9.53
10.6,-0.02,-0.78,-0.44,-2.77,9.69,1.98,-9.15,1.87,-6.02,97.99,20.22,-12.46
10.69,6.47,-1.33,3.26,5.5,9.58,1.95,2.81,2.19,-3.37,96.0,20.31,7.04
10.77,-30.75,-0.15,19.85,-31.31,7.04,1.94,-10.03,1.45,-6.29,96.27,20.33,7.38
10.87,16.56,1.77,0.02,9.97,13.08,1.91,8.76,3.14,-6.52,104.46,22.23,10.27
10.96,-37.79,-2.77,21.0,-43.47,9.82,1.67,-14.82,2.75,-10.61,104.73,22.47,8.2
11.06,44.29,-3.66,11.17,37.0,12.56,1.02,-34.42,5.27,-11.85,113.55,22.55,-3.07
11.15,-41.15,-0.6,17.63,-49.75,8.75,0.96,-16.92,0.4,-16.48,113.52,22.51,0.8
11.25,39.55,1.47,-7.02,29.88,11.98,1.72,3.74,-1.65,-14.15,120.23,23.75,-2.67
11.34,-53.3,4.1,14.72,-61.94,7.16,2.09,21.1,-0.26,-16.66,121.18,23.45,0.16
11.43,15.45,-9.5,6.9,7.2,8.26,0.71,-53.47,6.83,-21.42,130.27,23.37,-3.7
11.52,-40.49,9.13,-26.6,-50.85,4.65,1.53,43.53,-3.25,-20.11,131.15,23.37,-2.65
11.62,38.45,4.41,-2.9,30.29,7.94,1.37,-43.79,7.82,-22.41,141.06,23.82,4.51
11.71,-27.3,9.31,-41.79,-36.99,5.5,2.2,0.31,-1.68,-23.34,143.05,24.36,6.91
11.81,33.4,-7.77,7.54,20.67,8.66,0.84,-49.68,2.53,-29.16,150.2,24.59,2.1
11.89,-37.1,7.36,-52.04,-51.25,5.35,1.5,-28.32,20.3,-33.26,152.4,24.79,5.07
11.99,28.41,-14.08,25.18,13.44,6.8,1.05,-53.06,11.55,-36.21,159.0,24.75,-1.78
12.09,-71.14,5.73,-18.73,-87.24,0.14,1.59,28.28,-2.95,-37.96,159.47,23.93,0.39
12.18,39.4,5.75,-8.11,27.7,3.28,2.2,-27.77,3.79,-35.83,169.8,25.44,-4.4
12.27,11.58,15.38,7.7,0.42,4.33,3.59,6.06,-0.25,-32.15,172.5,25.47,-1.72
12.37,7.79,-10.4,13.47,2.33,4.99,2.43,-25.46,1.87,-28.18,-179.45,23.4,-11.19
12.46,7.8,-1.11,1.82,2.5,5.72,2.33,-9.43,0.68,-26.45,-179.38,23.25,-10.48
12.56,0.86,0.84,-0.6,-1.43,5.61,2.35,-9.97,2.16,-23.42,-165.75,21.16,-13.74
12.65,0.46,0.17,-0.05,-1.0,5.65,2.36,-7.68,1.34,-22.21,-165.29,21.11,-13.63
12.74,-0.37,-0.84,0.42,0.86,5.66,2.34,-8.94,1.29,-19.2,-154.46,19.07,-12.22
12.83,10.44,9.49,-3.35,12.31,6.6,3.19,-19.44,0.28,-18.2,-154.2,19.0,-12.29
12.93,-83.24,-1.37,-2.85,-80.87,0.14,3.33,-17.62,1.26,-23.22,-139.37,19.95,0.98
13.02,-55.73,11.35,-4.27,-52.96,-5.07,4.39,7.8,16.68,-24.92,-141.17,19.46,-7.98
13.12,34.7,6.37,2.65,38.39,-2.27,4.27,-66.64,23.18,-27.51,-138.42,18.42,-18.46
13.21,45.34,-0.89,27.67,46.11,1.97,4.18,39.16,12.28,-17.21,-135.2,20.16,-15.3
13.31,-45.28,21.7,-18.3,-45.0,1.7,6.78,-17.27,-1.48,-23.12,-124.21,15.44,-19.99
13.41,49.74,5.85,19.71,50.43,6.57,7.35,-60.83,-1.54,-22.16,-122.37,15.68,-19.57
13.51,31.76,13.71,-13.16,26.86,5.26,9.25,5.69,-2.94,-24.65,-109.66,18.1,-18.66
13.6,-5.17,-0.62,0.44,-8.16,4.78,9.19,-4.56,1.09,-23.65,-107.67,18.9,-14.48
13.7,0.5,0.19,-0.53,1.41,4.78,9.2,-6.35,1.43,-19.36,-96.45,20.93,6.74
13.79,0.19,0.29,-0.15,1.87,4.8,9.23,-6.95,0.9,-18.24,-96.13,20.97,6.68
13.88,2.12,-113.31,3.53,9.99,3.47,-1.85,48.17,-42.94,-8.07,-87.05,21.19,3.64
13.97,1.92,4.31,0.82,12.97,3.64,-1.46,-8.02,0.11,-6.99,-86.45,13.42,5.49
14.06,0.6,0.11,-0.02,11.47,3.66,-1.44,-8.11,2.19,-6.3,-79.53,20.74,-6.98
14.15,-25.82,46.41,6.99,-15.07,1.38,2.64,-62.22,-41.93,-12.18,-79.25,20.72,-6.95
14.25,-1.57,-1.76,-0.69,5.71,1.24,2.57,-12.05,1.16,-11.54,-68.24,19.59,-9.59
14.34,0.34,-3.93,-1.13,7.59,1.27,2.22,-8.63,0.85,-10.67,-67.85,19.33,-9.65
14.43,-0.99,-18.07,2.3,8.23,1.27,2.85,-2.49,-3.41,-7.23,-59.01,20.7,-1.83
14.52,-0.79,0.24,0.26,8.72,1.2,2.87,-8.12,1.1,-6.58,-58.65,18.91,-1.82
14.61,-0.08,-1.59,-0.37,8.96,1.17,2.83,-9.01,2.46,-6.43,-50.04,19.49,-2.09
14.7,0.5,1.88,-0.32,9.38,1.21,2.99,-8.01,1.62,-5.8,-49.68,19.36,-2.11
14.79,-0.08,0.82,0.11,8.36,1.22,2.97,-7.69,2.27,-5.54,-40.92,19.2,-2.32
14.88,2.26,0.44,4.98,10.57,1.42,3.01,-26.85,5.55,-6.45,-40.66,19.31,-2.31
14.97,0.44,0.46,-0.74,6.38,1.44,3.0,-9.3,1.54,-7.17,-28.64,20.3,-11.37
15.06,0.31,0.4,-0.29,6.12,1.46,3.03,-6.79,1.12,-6.65,-28.28,20.29,-11.35
15.15,0.31,0.27,0.4,5.87,1.47,3.07,-9.52,1.69,-6.64,-18.82,18.86,-10.14
15.24,0.06,-0.08,-0.21,5.45,1.47,3.06,-9.68,1.36,-6.45,-18.48,18.82,-10.1
15.33,0.06,0.19,0.11,4.86,1.51,3.1,-8.51,1.36,-6.55,-8.9,17.86,-8.92
15.42,0.03,0.45,-0.01,4.71,1.51,3.14,-9.0,1.74,-6.38,-8.57,17.82,-8.89
15.51,34.03,-71.87,185.42,43.16,-8.68,-1.63,-105.08,34.56,-17.03,-9.26,11.33,-6.62
15.6,1.16,2.36,-1.67,4.96,-8.56,-1.4,0.98,0.98,-15.15,-19.64,8.02,-1.3
15.7,0.24,0.46,0.72,6.8,-8.57,-1.48,-8.23,2.05,-12.27,6.35,18.51,2.61
15.78,0.02,-0.09,0.47,6.81,-8.57,-1.49,-8.77,1.56,-11.47,6.65,18.6,2.6
15.87,0.43,-0.42,-0.23,7.54,-8.56,-1.54,-8.67,1.9,-10.53,15.33,19.18,1.59
15.96,0.08,0.49,-0.26,7.31,-8.56,-1.5,-7.46,1.26,-9.68,15.67,19.17,1.56
16.05,0.04,0.15,0.02,7.62,-8.55,-1.51,-7.49,1.75,-8.66,24.66,19.59,0.65
16.14,0.07,0.23,-0.08,7.72,-8.54,-1.49,-7.93,1.78,-8.0,24.97,19.61,0.63
16.23,0.1,0.37,-0.14,7.68,-8.54,-1.48,-8.28,1.55,-7.47,33.73,19.82,-0.16
16.31,-25.45,-1.98,-5.31,-17.92,-10.75,-1.65,-12.13,3.54,-9.29,34.05,19.84,-0.18
16.41,-0.5,-0.3,0.4,6.71,-10.86,-1.68,-11.51,1.65,-9.06,40.41,18.15,-12.59
16.5,-0.39,-0.41,-0.6,6.65,-10.9,-1.72,-4.52,1.32,-8.1,40.83,18.09,-12.49
16.6,5.28,3.81,1.43,12.53,-10.36,-1.46,-9.43,2.6,-7.14,51.59,14.92,-5.29
16.69,-0.14,-0.03,0.85,6.95,-10.37,-1.47,-6.6,1.28,-6.54,51.93,15.23,-4.88
16.78,7.74,3.53,-2.45,13.54,-10.51,-1.17,-13.07,2.15,-8.09,57.43,15.1,-11.24
16.87,0.7,0.14,0.76,6.2,-10.45,-1.16,-5.42,1.59,-7.36,58.21,15.49,-10.52
16.97,-8.66,-1.89,4.13,-1.1,-13.78,0.86,-1.06,-2.27,-7.14,68.93,16.85,-10.35
17.06,0.56,-0.4,-0.03,8.48,-13.73,0.82,-3.89,1.53,-6.18,68.85,16.64,-9.5
17.15,0.23,-17.03,1.52,8.24,-13.27,-0.37,-12.89,4.87,-5.62,80.72,15.98,-4.64
17.24,-28.67,-88.63,30.88,-21.1,-15.86,-8.37,21.21,36.19,-5.22,81.02,15.82,-4.84
17.35,-0.71,-4.05,0.36,8.31,-15.74,-8.61,-4.22,0.34,-4.56,89.87,16.92,-4.74
17.44,2.24,-0.68,1.37,11.28,-15.54,-8.67,-4.3,-2.18,-3.61,90.15,15.97,-5.3
17.53,11.78,-8.98,-6.52,19.66,-14.41,-9.31,7.13,-0.79,-2.31,98.71,18.05,-3.31
17.62,10.08,4.66,1.13,18.54,-13.49,-8.88,-18.21,0.98,-2.03,99.13,16.81,-2.81
17.72,-0.34,0.35,-0.22,5.83,-13.45,-8.77,-10.96,1.69,-3.43,107.08,16.92,-4.76
17.81,0.02,0.61,-0.48,5.7,-13.45,-8.72,-9.08,2.19,-3.42,107.45,16.82,-4.78
17.9,0.11,0.49,0.33,4.72,-13.43,-8.71,-9.1,1.67,-4.19,116.14,16.76,-4.33
17.99,0.14,0.48,-0.03,4.43,-13.42,-8.66,-9.34,1.87,-4.26,116.42,16.8,-4.32
18.08,0.24,0.1,-1.76,3.28,-13.44,-8.65,-17.94,1.93,-6.13,124.76,16.87,-4.01
18.17,0.18,0.04,-0.4,2.4,-13.42,-8.64,-10.29,1.68,-6.31,125.3,16.85,-4.07
18.27,0.15,0.17,0.03,1.78,-13.4,-8.6,-8.55,1.76,-6.64,134.13,16.96,-3.76
18.36,0.13,2.47,-3.39,1.64,-13.39,-8.38,0.0,0.04,-5.92,134.41,16.96,-3.75
18.45,0.51,0.47,-0.05,2.02,-13.36,-8.41,-7.11,1.82,-6.35,143.11,16.99,-3.58
18.54,0.28,0.12,0.28,1.74,-13.34,-8.4,-8.68,1.14,-6.41,143.37,17.02,-3.56
18.63,-0.92,-3.72,2.04,0.93,-13.45,-8.24,-10.24,9.66,-6.06,152.08,17.12,-3.48
18.72,0.43,0.25,-0.78,1.98,-13.41,-8.22,-10.09,1.51,-6.27,152.03,17.47,-3.44
18.82,0.12,0.03,-0.1,1.05,-13.39,-8.24,-8.48,1.87,-6.72,161.8,17.7,-3.35
18.9,0.27,0.18,0.03,1.08,-13.36,-8.23,-9.01,1.77,-6.84,162.09,17.69,-3.34
19.0,0.16,0.27,-0.08,0.4,-13.35,-8.2,-8.98,1.94,-7.44,171.61,17.8,-3.35
19.09,0.27,0.31,-0.11,0.41,-13.33,-8.17,-9.17,1.28,-7.55,171.92,17.8,-3.34
19.19,0.29,0.33,-0.1,0.1,-13.32,-8.15,-8.93,1.61,-7.91,-178.48,17.87,-3.34
19.28,0.22,0.11,-0.08,-0.03,-13.3,-8.14,-9.35,2.27,-8.02,-178.17,17.87,-3.35
19.37,0.08,0.11,-0.05,-0.35,-13.31,-8.12,-9.08,1.77,-8.24,-168.52,17.85,-3.39
19.46,0.29,0.22,0.06,-0.18,-13.28,-8.1,-8.94,1.5,-8.31,-168.19,17.84,-3.39
19.56,0.09,0.3,-0.05,-0.52,-13.27,-8.09,-8.95,1.99,-8.51,-158.54,17.87,-3.41
19.65,0.05,-0.1,0.01,-0.59,-13.26,-8.1,-8.83,1.68,-8.59,-158.23,17.87,-3.41
19.74,0.01,0.08,-0.18,-0.68,-13.25,-8.09,-9.25,1.46,-8.72,-148.61,17.9,-3.42
19.84,0.06,0.27,0.1,-0.67,-13.24,-8.06,-9.41,1.7,-8.84,-148.29,17.88,-3.43
19.93,0.05,0.11,-0.2,-0.71,-13.25,-8.05,-8.67,2.01,-8.88,-138.77,17.91,-3.44
20.02,0.1,0.31,-0.13,-0.64,-13.24,-8.02,-9.1,1.76,-8.95,-138.46,17.91,-3.45
20.12,0.26,0.21,0.07,-0.49,-13.21,-8.0,-8.56,1.8,-8.95,-129.06,17.88,-3.44
20.21,0.09,0.14,-0.11,-0.63,-13.2,-7.99,-8.91,2.01,-9.0,-128.75,17.87,-3.44
20.3,0.29,0.27,0.11,-0.44,-13.2,-7.99,-8.78,2.26,-9.06,-119.52,17.9,-3.44
20.39,0.18,-0.04,-0.07,-0.54,-13.18,-8.0,-8.38,1.4,-9.05,-119.22,17.92,-3.44
20.49,0.26,0.06,-0.15,-0.42,-13.17,-7.99,-9.26,1.81,-9.13,-110.16,17.88,-3.47
20.58,0.08,0.12,-0.09,-0.61,-13.16,-7.98,-8.95,1.87,-9.17,-109.87,17.88,-3.47
20.67,0.04,0.24,-0.02,-0.59,-13.15,-7.97,-8.93,1.91,-9.14,-100.96,17.86,-3.44
20.76,0.1,0.21,0.02,-0.51,-13.14,-7.95,-8.91,1.43,-9.16,-100.66,17.85,-3.45
20.86,0.12,0.21,-0.1,-0.45,-13.13,-7.93,-8.98,1.6,-9.16,-91.78,17.96,-3.46
20.95,0.15,0.13,-0.2,-0.41,-13.12,-7.92,-9.07,2.05,-9.18,-91.49,17.96,-3.45
21.04,-0.02,0.31,0.02,-0.53,-13.11,-7.9,-9.32,1.74,-9.18,-82.67,17.93,-3.49
21.13,0.04,0.26,-0.1,-0.48,-13.1,-7.88,-9.12,1.41,-9.22,-82.38,17.94,-3.49
21.23,0.05,0.0,0.05,-0.43,-13.09,-7.88,-9.47,1.91,-9.23,-73.63,17.93,-3.48
21.32,0.15,0.36,-0.11,-0.35,-13.08,-7.85,-8.66,1.84,-9.21,-73.34,17.94,-3.48
21.42,0.18,0.16,0.04,-0.27,-13.06,-7.86,-9.2,1.46,-9.21,-64.61,17.93,-3.51
21.51,0.15,0.29,0.01,-0.29,-13.05,-7.83,-8.66,1.98,-9.19,-64.31,17.93,-3.51
21.6,0.05,0.1,-0.03,-0.36,-13.05,-7.81,-9.03,1.78,-9.23,-55.45,17.89,-3.52
21.69,0.16,0.06,0.0,-0.24,-13.03,-7.8,-8.92,1.76,-9.22,-55.14,17.88,-3.51
21.79,0.02,0.11,0.02,-0.29,-13.03,-7.78,-8.77,1.71,-9.14,-46.17,17.87,-3.52
21.88,0.12,0.2,0.06,-0.17,-13.02,-7.76,-9.25,1.97,-9.17,-45.88,17.87,-3.51
21.97,0.22,-0.05,-0.04,-0.01,-13.01,-7.75,-9.06,1.74,-9.1,-36.79,17.81,-3.53
22.07,0.07,0.25,-0.13,-0.16,-13.0,-7.73,-8.95,2.01,-9.1,-36.49,17.81,-3.54
22.16,0.21,0.47,-0.09,0.02,-13.0,-7.7,-8.84,1.42,-9.06,-27.24,17.81,-3.56
22.25,-155.83,-1.8,-7.69,-156.01,-26.88,-7.87,2.93,0.06,-20.93,-26.9,17.81,-3.54
