Tiempo,GiroX,GiroY,GiroZ,KalmanGiroY,GiroXAngle,GiroYAngle,Pitch,Roll,KalmanPitch,DMPYaw,DMPPitch,DMPRoll
9.32,0.2,0.24,-0.42,-0.03,3.35,-2.36,-4.4,1.43,-4.39,-179.36,1.15,-2.38
9.4,0.21,0.23,-0.43,-0.02,3.37,-2.34,-4.25,1.5,-4.38,-179.32,1.14,-2.38
9.49,0.2,0.25,-0.41,-0.02,3.39,-2.32,-4.39,1.53,-4.38,-178.18,1.11,-2.35
9.59,0.2,0.24,-0.41,-0.02,3.41,-2.3,-4.28,1.52,-4.38,-178.14,1.1,-2.35
9.67,0.21,0.24,-0.43,-0.01,3.43,-2.28,-4.54,1.6,-4.39,-178.11,1.11,-2.35
9.76,0.2,0.23,-0.42,-0.03,3.44,-2.26,-4.27,1.44,-4.38,-178.07,1.11,-2.35
9.85,0.2,0.23,-0.42,-0.02,3.46,-2.24,-4.49,1.52,-4.39,-176.97,1.09,-2.32
9.94,0.2,0.24,-0.41,-0.02,3.48,-2.21,-4.4,1.35,-4.4,-176.93,1.08,-2.32
10.02,0.19,0.24,-0.43,-0.03,3.49,-2.19,-4.43,1.57,-4.4,-176.9,1.08,-2.32
10.11,0.21,0.24,-0.42,-0.02,3.51,-2.17,-4.32,1.36,-4.39,-176.86,1.08,-2.32
10.21,0.21,0.24,-0.42,0.0,3.53,-2.15,-4.41,1.48,-4.38,-175.72,1.06,-2.3
10.3,0.2,0.24,-0.43,-0.01,3.55,-2.13,-4.41,1.52,-4.38,-175.69,1.06,-2.3
10.38,0.21,0.24,-0.43,-0.0,3.57,-2.11,-4.34,1.24,-4.38,-175.65,1.06,-2.3
10.47,0.21,0.24,-0.43,0.0,3.59,-2.09,-4.18,1.53,-4.36,-175.62,1.06,-2.3
10.57,0.21,0.24,-0.43,0.04,3.6,-2.06,-4.29,1.72,-4.33,-174.48,1.03,-2.28
10.66,0.21,0.28,-0.42,0.04,3.62,-2.04,-4.24,1.37,-4.32,-174.45,1.03,-2.28
10.74,0.21,0.22,-0.43,0.04,3.64,-2.02,-4.39,1.5,-4.33,-174.41,1.03,-2.28
10.83,0.21,0.25,-0.42,0.03,3.66,-2.0,-4.2,1.5,-4.31,-174.38,1.03,-2.28
10.92,0.21,0.24,-0.41,0.04,3.68,-1.98,-4.42,1.61,-4.32,-173.26,1.03,-2.27
11.01,0.21,0.24,-0.42,0.04,3.7,-1.96,-4.34,1.68,-4.31,-173.23,1.02,-2.27
11.09,0.21,0.24,-0.42,0.03,3.71,-1.94,-4.33,1.39,-4.31,-173.19,1.02,-2.27
11.18,0.2,0.24,-0.42,0.03,3.73,-1.91,-4.47,1.57,-4.33,-173.16,1.02,-2.27
11.28,0.2,0.24,-0.43,-0.01,3.75,-1.89,-4.3,1.5,-4.35,-172.02,1.01,-2.27
11.37,0.21,0.24,-0.42,0.0,3.77,-1.87,-4.39,1.54,-4.35,-171.99,1.01,-2.26
11.45,0.19,0.23,-0.43,-0.02,3.79,-1.85,-4.31,1.52,-4.35,-171.95,1.01,-2.26
11.54,0.21,0.24,-0.41,0.0,3.8,-1.83,-4.44,1.46,-4.36,-171.92,1.01,-2.26
11.64,0.21,0.24,-0.42,0.0,3.82,-1.81,-4.25,1.4,-4.34,-170.77,1.0,-2.25
11.73,0.21,0.24,-0.42,0.01,3.84,-1.78,-4.43,1.41,-4.35,-170.74,1.0,-2.25
11.81,0.19,0.25,-0.42,-0.01,3.86,-1.76,-4.53,1.65,-4.36,-170.7,1.0,-2.25
11.9,0.2,0.25,-0.42,-0.01,3.87,-1.74,-4.27,1.39,-4.36,-170.67,1.0,-2.25
12.0,0.21,0.24,-0.42,-0.01,3.89,-1.72,-4.51,1.43,-4.39,-169.53,1.0,-2.25
12.09,0.2,0.24,-0.41,-0.03,3.91,-1.7,-4.52,1.56,-4.4,-169.5,1.0,-2.25
12.17,0.2,0.24,-0.41,-0.04,3.93,-1.68,-4.34,1.5,-4.4,-169.46,1.0,-2.25
12.26,0.21,0.23,-0.42,-0.03,3.95,-1.66,-4.44,1.5,-4.4,-169.43,1.0,-2.25
12.36,0.2,0.24,-0.43,-0.04,3.97,-1.63,-4.34,1.6,-4.41,-168.29,1.0,-2.25
12.45,0.2,0.24,-0.42,-0.04,3.98,-1.61,-4.14,1.53,-4.39,-168.25,1.0,-2.25
12.53,0.2,0.24,-0.43,-0.02,4.0,-1.59,-4.5,1.46,-4.4,-168.22,1.0,-2.25
12.62,0.21,0.25,-0.42,-0.02,4.02,-1.57,-4.31,1.46,-4.39,-168.18,1.0,-2.25
12.72,0.2,0.24,-0.41,0.01,4.04,-1.55,-4.56,1.28,-4.38,-167.04,1.0,-2.25
12.8,0.2,0.24,-0.41,-0.01,4.06,-1.52,-4.23,1.43,-4.36,-167.01,1.0,-2.25
12.89,0.21,0.24,-0.43,0.01,4.07,-1.5,-4.14,1.5,-4.34,-166.97,1.0,-2.25
12.98,0.2,0.24,-0.42,0.02,4.09,-1.48,-4.35,1.61,-4.34,-166.94,1.0,-2.24
13.08,0.21,0.24,-0.41,0.03,4.11,-1.46,-4.52,1.5,-4.35,-165.79,1.0,-2.24
13.16,0.21,0.24,-0.41,0.02,4.13,-1.44,-4.31,1.52,-4.34,-165.76,1.0,-2.24
13.25,0.21,0.24,-0.41,0.02,4.15,-1.42,-4.59,1.55,-4.36,-165.73,1.0,-2.24
13.34,0.21,0.24,-0.42,0.0,4.16,-1.39,-4.42,1.53,-4.37,-165.7,1.0,-2.24
13.43,0.2,0.24,-0.42,-0.01,4.18,-1.37,-4.64,1.53,-4.4,-164.59,1.0,-2.24
13.51,0.21,0.24,-0.42,-0.02,4.2,-1.35,-4.27,1.45,-4.39,-164.55,0.99,-2.24
13.6,0.2,0.24,-0.43,-0.02,4.22,-1.33,-4.2,1.43,-4.37,-164.52,0.99,-2.24
13.69,0.21,0.24,-0.41,0.0,4.24,-1.31,-4.37,1.25,-4.37,-164.48,0.99,-2.24
13.79,0.2,0.24,-0.42,-0.01,4.26,-1.29,-4.36,1.45,-4.38,-163.34,0.99,-2.25
13.87,0.2,0.24,-0.42,-0.01,4.27,-1.26,-4.39,1.54,-4.38,-163.3,0.99,-2.25
13.96,0.2,0.24,-0.43,-0.01,4.29,-1.24,-4.42,1.46,-4.39,-163.27,0.99,-2.25
14.05,0.2,0.24,-0.42,-0.02,4.31,-1.22,-4.42,1.55,-4.39,-163.23,0.99,-2.25
14.15,0.19,0.24,-0.43,0.02,4.33,-1.2,-4.25,1.52,-4.33,-162.09,0.98,-2.24
14.23,0.2,0.28,-0.41,0.03,4.34,-1.18,-4.44,1.49,-4.33,-162.06,0.98,-2.24
14.32,0.18,0.22,-0.4,0.01,4.36,-1.16,-4.23,1.42,-4.32,-162.02,0.98,-2.24
14.41,0.21,0.25,-0.41,0.04,4.38,-1.13,-4.46,1.57,-4.33,-161.99,0.98,-2.24
14.51,0.2,0.22,-0.42,-0.02,4.4,-1.11,-4.44,1.57,-4.39,-161.5,0.66,-2.52
14.59,0.2,0.24,-0.42,-0.02,4.41,-1.09,-4.37,1.64,-4.39,-161.5,0.64,-2.54
14.68,0.16,0.4,-0.37,-0.06,4.43,-1.06,-4.4,1.32,-4.39,-161.5,0.63,-2.56
14.77,0.2,0.25,-0.41,-0.02,4.45,-1.03,-4.65,1.52,-4.42,-161.5,0.62,-2.57
14.87,0.2,0.24,-0.42,0.02,4.47,-1.01,-4.41,1.63,-4.35,-161.48,0.17,-2.97
14.95,0.2,0.24,-0.43,0.02,4.48,-0.99,-4.46,1.61,-4.36,-161.48,0.15,-2.98
15.04,0.21,0.22,-0.41,0.02,4.5,-0.97,-4.69,1.53,-4.39,-161.48,0.14,-2.99
15.13,0.2,0.25,-0.42,-0.01,4.52,-0.95,-4.22,1.57,-4.37,-161.47,0.13,-3.01
15.22,0.27,0.16,-0.5,-0.33,4.53,-0.92,-2.56,1.46,-4.73,-161.45,-0.22,-3.32
15.31,0.18,0.22,-0.4,-0.28,4.55,-0.9,-4.95,1.46,-4.77,-161.46,-0.22,-3.32
15.4,0.21,0.27,-0.42,-0.27,4.57,-0.87,-4.17,1.61,-4.74,-161.45,-0.23,-3.33
15.49,0.19,0.24,-0.42,-0.24,4.58,-0.85,-4.44,1.49,-4.73,-161.45,-0.24,-3.33
15.58,0.2,0.24,-0.42,-0.14,4.6,-0.83,-4.34,1.55,-4.63,-161.44,-0.51,-3.57
15.67,0.2,0.23,-0.42,-0.12,4.62,-0.81,-4.5,1.48,-4.63,-161.44,-0.51,-3.58
15.76,0.21,0.25,-0.41,-0.1,4.64,-0.79,-4.31,1.4,-4.61,-161.44,-0.52,-3.59
15.86,0.21,0.25,-0.42,0.02,4.66,-0.76,-4.26,1.6,-4.47,-161.43,-0.68,-3.74
15.95,0.2,0.24,-0.42,0.02,4.68,-0.74,-4.51,1.54,-4.47,-161.42,-0.68,-3.74
16.04,0.2,0.25,-0.42,0.02,4.69,-0.72,-4.26,1.44,-4.45,-161.43,-0.68,-3.74
16.13,0.21,0.23,-0.42,0.04,4.71,-0.7,-4.43,1.44,-4.45,-161.42,-0.69,-3.75
16.22,0.21,0.25,-0.42,0.07,4.73,-0.68,-4.29,1.44,-4.39,-161.41,-0.86,-3.91
16.31,0.21,0.24,-0.42,0.08,4.75,-0.65,-4.4,1.42,-4.39,-161.41,-0.86,-3.91
16.4,0.21,0.25,-0.44,0.08,4.77,-0.63,-4.2,1.36,-4.37,-161.41,-0.87,-3.91
16.49,0.21,0.24,-0.42,0.09,4.79,-0.61,-4.53,1.63,-4.37,-161.41,-0.87,-3.92
16.58,0.2,0.24,-0.42,0.1,4.81,-0.59,-4.19,1.51,-4.32,-161.4,-0.99,-4.03
16.67,0.2,0.24,-0.42,0.11,4.82,-0.57,-4.65,1.57,-4.34,-161.4,-1.0,-4.03
16.76,0.21,0.25,-0.42,0.09,4.84,-0.54,-4.37,1.58,-4.33,-161.4,-1.0,-4.04
16.85,0.21,0.24,-0.41,0.09,4.86,-0.52,-4.5,1.53,-4.34,-161.4,-1.01,-4.04
16.94,0.2,0.25,-0.42,0.07,4.88,-0.5,-4.31,1.55,-4.33,-161.39,-1.11,-4.13
17.03,0.18,0.31,-0.41,0.05,4.9,-0.47,-4.24,1.44,-4.32,-161.39,-1.11,-4.13
17.12,0.2,0.24,-0.42,0.07,4.91,-0.45,-4.63,1.62,-4.34,-161.39,-1.12,-4.13
17.21,0.2,0.24,-0.43,0.05,4.93,-0.43,-4.11,1.3,-4.32,-161.39,-1.12,-4.13
17.3,0.21,0.25,-0.42,0.03,4.95,-0.41,-4.41,1.67,-4.37,-161.38,-1.19,-4.21
17.39,0.21,0.24,-0.44,0.03,4.97,-0.39,-4.31,1.51,-4.37,-161.38,-1.19,-4.21
17.48,0.2,0.23,-0.42,0.03,4.99,-0.37,-4.56,1.66,-4.38,-161.37,-1.19,-4.21
17.57,0.2,0.25,-0.42,0.01,5.0,-0.34,-4.36,1.57,-4.38,-161.37,-1.19,-4.21
17.66,0.19,0.23,-0.42,0.01,5.02,-0.32,-4.41,1.42,-4.38,-161.37,-1.25,-4.27
17.75,0.19,0.24,-0.42,0.0,5.04,-0.3,-4.61,1.45,-4.4,-161.37,-1.25,-4.27
17.84,0.2,0.24,-0.42,-0.0,5.06,-0.28,-4.44,1.42,-4.4,-161.37,-1.25,-4.27
17.93,0.21,0.25,-0.43,0.0,5.08,-0.26,-4.57,1.56,-4.42,-161.37,-1.25,-4.27
18.02,0.21,0.24,-0.41,-0.0,5.1,-0.23,-4.48,1.47,-4.41,-161.35,-1.3,-4.32
18.11,0.21,0.24,-0.42,0.0,5.11,-0.21,-4.3,1.63,-4.4,-161.35,-1.3,-4.32
18.2,0.21,0.24,-0.43,0.0,5.13,-0.19,-4.3,1.46,-4.39,-161.35,-1.3,-4.32
18.29,0.2,0.25,-0.42,0.0,5.15,-0.17,-4.57,1.44,-4.41,-161.35,-1.3,-4.32
18.38,0.2,0.25,-0.43,0.04,5.17,-0.15,-4.21,1.51,-4.33,-161.35,-1.34,-4.36
18.47,0.2,0.24,-0.43,0.05,5.19,-0.13,-4.42,1.5,-4.33,-161.35,-1.34,-4.36
18.56,0.2,0.24,-0.43,0.04,5.2,-0.1,-4.36,1.64,-4.33,-161.35,-1.35,-4.36
18.64,0.19,0.24,-0.41,0.03,5.22,-0.08,-4.34,1.5,-4.33,-161.35,-1.35,-4.36
18.74,0.21,0.24,-0.43,0.01,5.24,-0.06,-4.34,1.62,-4.38,-161.34,-1.36,-4.38
18.83,0.21,0.24,-0.42,0.01,5.26,-0.04,-4.42,1.52,-4.38,-161.34,-1.37,-4.38
18.92,0.21,0.24,-0.42,0.01,5.28,-0.02,-4.32,1.53,-4.38,-161.34,-1.37,-4.38
19.0,0.21,0.24,-0.42,0.01,5.29,0.0,-4.27,1.38,-4.36,-161.34,-1.37,-4.38
19.1,0.2,0.25,-0.41,0.01,5.31,0.03,-4.31,1.5,-4.36,-161.32,-1.39,-4.4
19.19,0.21,0.24,-0.42,0.02,5.33,0.05,-4.36,1.48,-4.36,-161.32,-1.39,-4.4
19.27,0.2,0.24,-0.42,0.01,5.35,0.07,-4.54,1.36,-4.38,-161.32,-1.4,-4.4
19.36,0.21,0.23,-0.43,0.01,5.37,0.09,-4.4,1.38,-4.38,-161.32,-1.4,-4.4
19.45,0.19,0.24,-0.42,0.0,5.38,0.11,-4.29,1.45,-4.36,-161.32,-1.41,-4.41
19.54,0.19,0.24,-0.42,0.0,5.4,0.13,-4.38,1.75,-4.36,-161.32,-1.41,-4.41
19.62,0.21,0.24,-0.42,0.02,5.42,0.15,-4.38,1.68,-4.36,-161.31,-1.41,-4.41
19.71,0.2,0.24,-0.42,0.01,5.44,0.17,-4.36,1.55,-4.36,-161.31,-1.41,-4.41
19.81,0.2,0.24,-0.43,0.01,5.46,0.2,-4.37,1.48,-4.36,-161.31,-1.42,-4.43
19.9,0.21,0.23,-0.41,0.02,5.47,0.22,-4.45,1.31,-4.36,-161.31,-1.42,-4.43
19.98,0.2,0.24,-0.42,0.0,5.49,0.24,-4.59,1.58,-4.38,-161.31,-1.42,-4.43
20.07,0.21,0.24,-0.43,-0.0,5.51,0.26,-4.48,1.45,-4.39,-161.31,-1.42,-4.43
20.17,0.19,0.23,-0.42,-0.05,5.53,0.28,-4.31,1.51,-4.42,-161.3,-1.43,-4.44
20.26,0.2,0.24,-0.43,-0.04,5.55,0.3,-4.33,1.64,-4.42,-161.3,-1.43,-4.44
20.34,0.2,0.24,-0.41,-0.04,5.56,0.33,-4.5,1.49,-4.43,-161.29,-1.43,-4.44
20.43,0.21,0.24,-0.42,-0.03,5.58,0.35,-4.04,1.32,-4.4,-161.29,-1.43,-4.44
20.53,0.2,0.23,-0.42,-0.03,5.6,0.37,-4.22,1.57,-4.4,-161.29,-1.44,-4.45
20.62,0.2,0.24,-0.42,-0.02,5.62,0.39,-4.41,1.5,-4.4,-161.29,-1.45,-4.45
20.7,0.2,0.24,-0.42,-0.02,5.64,0.41,-4.49,1.55,-4.41,-161.29,-1.45,-4.45
20.79,0.19,0.24,-0.41,-0.03,5.65,0.43,-4.59,1.43,-4.43,-161.29,-1.45,-4.45
20.89,0.2,0.24,-0.42,-0.01,5.67,0.46,-4.5,1.33,-4.41,-161.28,-1.45,-4.45
20.98,0.21,0.23,-0.41,-0.01,5.69,0.48,-4.31,1.42,-4.4,-161.28,-1.45,-4.45
21.06,0.21,0.24,-0.43,-0.0,5.71,0.5,-4.49,1.42,-4.41,-161.28,-1.45,-4.45
21.15,0.2,0.24,-0.41,-0.02,5.73,0.52,-4.31,1.69,-4.4,-161.28,-1.45,-4.45
21.25,0.2,0.24,-0.43,-0.0,5.74,0.54,-4.46,1.52,-4.4,-161.27,-1.46,-4.46
21.33,0.2,0.24,-0.42,-0.01,5.76,0.56,-4.47,1.48,-4.41,-161.27,-1.46,-4.46
21.42,0.21,0.24,-0.41,-0.0,5.78,0.58,-4.25,1.56,-4.39,-161.27,-1.46,-4.46
21.51,0.2,0.23,-0.42,0.0,5.8,0.6,-4.46,1.45,-4.4,-161.27,-1.46,-4.46
21.61,0.21,0.24,-0.43,0.02,5.82,0.63,-4.31,1.57,-4.38,-161.26,-1.47,-4.47
21.69,0.19,0.24,-0.42,0.0,5.83,0.65,-4.46,1.34,-4.38,-161.26,-1.46,-4.46
21.78,0.2,0.26,-0.43,0.01,5.85,0.67,-4.47,1.24,-4.39,-161.26,-1.46,-4.46
21.87,0.2,0.24,-0.42,0.0,5.87,0.69,-4.28,1.61,-4.38,-161.26,-1.46,-4.46
21.97,0.19,0.24,-0.44,-0.02,5.89,0.71,-4.26,1.56,-4.39,-161.25,-1.47,-4.46
22.05,0.2,0.24,-0.42,-0.0,5.9,0.73,-4.45,1.49,-4.4,-161.25,-1.47,-4.46
22.14,0.2,0.24,-0.42,-0.0,5.92,0.76,-4.51,1.5,-4.41,-161.25,-1.47,-4.46
22.24,0.2,0.24,-0.42,0.0,5.94,0.78,-4.32,1.71,-4.39,-161.25,-1.47,-4.45
22.32,0.21,0.25,-0.43,0.01,5.96,0.8,-4.44,1.52,-4.39,-161.25,-1.47,-4.45
22.41,0.2,0.24,-0.42,0.0,5.97,0.82,-4.34,1.6,-4.38,-161.25,-1.47,-4.45
22.5,0.21,0.24,-0.42,0.01,5.99,0.84,-4.48,1.41,-4.39,-161.25,-1.48,-4.45
22.6,0.21,0.24,-0.42,-0.0,6.01,0.86,-4.45,1.75,-4.41,-161.26,-1.48,-4.43
22.68,0.2,0.24,-0.41,-0.01,6.03,0.89,-4.47,1.52,-4.41,-161.26,-1.48,-4.43
22.77,0.19,0.24,-0.42,-0.02,6.05,0.91,-4.29,1.61,-4.4,-161.26,-1.48,-4.43
22.86,0.2,0.24,-0.42,-0.01,6.06,0.93,-4.33,1.52,-4.4,-161.26,-1.48,-4.43
22.95,0.2,0.24,-0.42,0.02,6.08,0.95,-4.42,1.68,-4.38,-161.26,-1.49,-4.41
23.04,0.2,0.23,-0.42,0.01,6.1,0.97,-4.34,1.37,-4.37,-161.26,-1.49,-4.41
23.13,0.21,0.25,-0.43,0.03,6.12,0.99,-4.3,1.42,-4.36,-161.26,-1.49,-4.41
23.22,0.2,0.23,-0.42,0.02,6.14,1.01,-4.5,1.6,-4.37,-161.26,-1.49,-4.41
23.31,0.2,0.24,-0.43,-0.03,6.16,1.04,-4.38,1.6,-4.43,-161.26,-1.49,-4.4
23.4,0.21,0.23,-0.42,-0.02,6.17,1.06,-4.49,1.47,-4.44,-161.26,-1.49,-4.4
23.49,0.2,0.24,-0.41,-0.03,6.19,1.08,-4.41,1.64,-4.44,-161.26,-1.49,-4.4
23.58,0.2,0.24,-0.42,-0.03,6.21,1.1,-4.38,1.64,-4.43,-161.26,-1.49,-4.4
23.67,0.2,0.24,-0.44,-0.02,6.23,1.12,-4.33,1.35,-4.42,-161.26,-1.5,-4.4
23.76,0.2,0.23,-0.42,-0.01,6.25,1.14,-4.34,1.5,-4.41,-161.26,-1.5,-4.4
23.85,0.19,0.24,-0.41,-0.01,6.26,1.16,-4.45,1.64,-4.41,-161.26,-1.5,-4.4
23.94,0.2,0.24,-0.43,-0.01,6.28,1.18,-4.49,1.61,-4.42,-161.26,-1.5,-4.4
24.03,0.21,0.24,-0.41,0.01,6.3,1.21,-4.45,1.41,-4.41,-161.26,-1.5,-4.4
24.12,0.21,0.24,-0.42,0.0,6.32,1.23,-4.33,1.45,-4.4,-161.26,-1.5,-4.4
24.21,0.2,0.24,-0.41,0.0,6.33,1.25,-4.42,1.45,-4.4,-161.26,-1.5,-4.4
24.29,0.2,0.24,-0.41,0.0,6.35,1.27,-4.27,1.53,-4.39,-161.26,-1.5,-4.39
24.38,0.21,0.24,-0.43,0.0,6.37,1.29,-4.47,1.56,-4.41,-161.26,-1.5,-4.38
24.47,0.2,0.24,-0.41,-0.01,6.39,1.31,-4.15,1.46,-4.39,-161.26,-1.5,-4.38
24.56,0.21,0.24,-0.43,0.03,6.4,1.33,-4.42,1.71,-4.39,-161.26,-1.5,-4.38
24.65,0.2,0.25,-0.42,0.01,6.42,1.36,-4.35,1.46,-4.38,-161.26,-1.5,-4.38
24.74,0.21,0.24,-0.43,0.02,6.44,1.38,-4.55,1.54,-4.39,-161.26,-1.5,-4.37
24.83,0.2,0.24,-0.42,0.01,6.46,1.4,-4.29,1.58,-4.38,-161.26,-1.5,-4.38
24.92,0.2,0.24,-0.42,0.01,6.48,1.42,-4.39,1.53,-4.38,-161.26,-1.5,-4.38
25.0,0.2,0.24,-0.42,0.01,6.49,1.44,-4.46,1.65,-4.39,-161.26,-1.5,-4.38
25.09,0.2,0.24,-0.43,0.0,6.51,1.46,-4.33,1.65,-4.39,-161.27,-1.49,-4.38
25.18,0.2,0.24,-0.41,0.01,6.53,1.49,-4.25,1.46,-4.37,-161.27,-1.5,-4.37
25.27,0.19,0.24,-0.43,0.01,6.55,1.51,-4.44,1.64,-4.38,-161.27,-1.49,-4.38
25.35,0.21,0.24,-0.43,0.02,6.56,1.53,-4.27,1.42,-4.37,-161.27,-1.49,-4.38
25.45,0.21,0.24,-0.42,0.01,6.58,1.55,-4.43,1.56,-4.39,-161.27,-1.49,-4.38
25.54,0.2,0.24,-0.42,0.0,6.6,1.57,-4.29,1.54,-4.38,-161.27,-1.49,-4.38
25.63,0.2,0.25,-0.41,0.01,6.62,1.59,-4.56,1.43,-4.4,-161.27,-1.49,-4.38
25.71,0.2,0.24,-0.42,-0.0,6.64,1.61,-4.06,1.48,-4.37,-161.27,-1.49,-4.38
25.81,0.21,0.24,-0.42,0.04,6.65,1.64,-4.38,1.5,-4.36,-161.27,-1.49,-4.38
25.9,0.2,0.24,-0.41,0.02,6.67,1.66,-4.3,1.5,-4.36,-161.27,-1.49,-4.37
25.98,0.19,0.24,-0.42,0.02,6.69,1.68,-4.38,1.56,-4.36,-161.27,-1.49,-4.37
