Tiempo,GiroX,GiroY,GiroZ,KalmanGiroY,GiroXAngle,GiroYAngle,Pitch,Roll,KalmanPitch
13.99,-0.12,-0.18,-0.18,-0.02,-0.46,-6.39,-2.64,1.56,-2.51
14.06,-0.17,-0.29,0.06,-0.08,-0.47,-6.41,-2.61,1.1,-2.53
14.13,-0.2,-0.4,-0.06,-0.12,-0.48,-6.43,-2.29,1.64,-2.51
14.19,0.02,-0.37,-0.18,0.12,-0.48,-6.46,-2.48,1.28,-2.5
14.26,-0.2,0.05,0.04,-0.1,-0.5,-6.46,-2.54,1.41,-2.51
14.33,-0.15,-0.21,-0.12,-0.05,-0.51,-6.47,-2.71,1.52,-2.53
14.39,-0.1,-0.3,0.0,-0.02,-0.51,-6.49,-2.59,1.16,-2.54
14.46,-0.15,-0.18,-0.04,-0.07,-0.52,-6.5,-2.35,1.53,-2.52
14.53,-0.27,-0.36,-0.06,-0.18,-0.54,-6.53,-2.53,1.27,-2.54
14.6,-0.18,-0.28,-0.1,-0.09,-0.55,-6.55,-2.43,1.43,-2.53
14.66,-0.63,3.58,0.9,-0.52,-0.6,-6.3,-0.17,0.71,-2.3
14.73,-0.21,-0.19,-0.11,0.08,-0.61,-6.32,-4.24,0.95,-2.51
14.8,0.23,0.21,-0.18,0.37,-0.6,-6.3,-2.41,1.0,-2.48
14.86,-0.11,-0.05,0.05,0.03,-0.6,-6.3,-2.02,1.44,-2.43
14.93,-0.12,-0.55,-0.17,0.06,-0.61,-6.34,-2.87,1.15,-2.47
14.99,-0.27,-0.15,0.11,-0.12,-0.63,-6.35,-2.26,1.73,-2.45
15.06,-0.13,-0.21,-0.05,0.03,-0.64,-6.36,-2.92,1.37,-2.5
15.13,-0.21,-0.3,-0.09,-0.09,-0.65,-6.38,-2.37,1.46,-2.49
15.2,-0.32,-0.2,-0.09,-0.18,-0.67,-6.4,-2.17,1.55,-2.47
15.26,-0.34,-0.4,-0.03,-0.17,-0.7,-6.43,-2.55,1.47,-2.49
15.33,-0.25,-0.11,0.02,-0.09,-0.71,-6.43,-2.41,1.64,-2.49
15.4,-0.11,-0.56,0.03,0.05,-0.72,-6.47,-2.41,1.19,-2.47
15.46,-0.08,-0.2,-0.05,0.09,-0.73,-6.48,-2.58,1.58,-2.48
15.53,-0.25,-0.1,0.09,-0.09,-0.74,-6.49,-2.47,1.42,-2.49
15.6,-0.14,-0.19,0.04,0.02,-0.75,-6.5,-2.47,1.27,-2.48
15.66,-0.07,-0.2,-0.01,0.09,-0.76,-6.52,-2.55,1.59,-2.48
15.73,-0.01,-0.34,-0.1,0.15,-0.76,-6.54,-2.67,1.33,-2.5
15.8,0.03,-0.21,-0.07,0.17,-0.76,-6.55,-2.31,1.33,-2.46
15.86,-0.1,-0.4,-0.06,0.06,-0.76,-6.58,-2.43,1.24,-2.46
15.93,-0.04,0.0,-0.05,0.12,-0.76,-6.58,-2.35,1.69,-2.44
15.99,-0.21,-0.05,-0.05,-0.05,-0.78,-6.58,-2.16,1.59,-2.41
16.06,-0.21,-0.46,0.02,-0.03,-0.79,-6.61,-2.4,1.66,-2.41
16.13,-0.1,-0.13,-0.02,0.09,-0.8,-6.62,-2.17,1.26,-2.38
16.2,-0.03,-0.24,0.01,0.18,-0.8,-6.64,-2.41,1.24,-2.37
16.26,-0.02,-0.23,-0.05,0.19,-0.8,-6.65,-1.94,1.39,-2.32
16.33,-0.14,-0.42,0.05,0.1,-0.81,-6.68,-2.61,1.45,-2.34
16.39,-0.06,-0.28,0.02,0.15,-0.82,-6.7,-2.46,1.01,-2.35
16.46,-0.12,-0.24,-0.01,0.08,-0.82,-6.71,-2.59,1.12,-2.37
16.53,-0.23,-0.23,-0.12,-0.05,-0.84,-6.73,-2.46,1.21,-2.38
16.59,-0.22,-0.39,-0.13,-0.05,-0.85,-6.76,-2.29,0.83,-2.37
16.66,-0.13,-0.22,-0.04,0.05,-0.86,-6.77,-2.5,1.09,-2.38
16.73,-0.2,-0.18,0.02,-0.03,-0.88,-6.78,-2.1,1.26,-2.36
16.79,-0.2,-0.38,0.02,-0.0,-0.89,-6.81,-2.68,1.43,-2.39
16.86,-0.27,-0.15,0.0,-0.1,-0.91,-6.82,-2.79,1.18,-2.44
16.93,-0.13,-0.13,-0.02,0.01,-0.92,-6.83,-2.2,1.43,-2.41
17.0,-0.06,0.03,0.02,0.1,-0.92,-6.82,-2.35,1.47,-2.4
17.06,-0.19,-0.31,0.08,-0.03,-0.93,-6.84,-2.48,1.09,-2.41
17.13,-0.27,-0.47,-0.06,-0.12,-0.95,-6.88,-2.68,1.41,-2.45
17.19,-0.13,-0.25,0.02,0.01,-0.96,-6.89,-2.39,1.56,-2.44
17.26,-0.07,-0.21,-0.11,0.07,-0.96,-6.91,-2.53,1.33,-2.45
17.33,-0.12,-0.14,-0.06,0.01,-0.97,-6.92,-2.42,1.54,-2.44
17.39,0.03,-0.04,-0.04,0.17,-0.97,-6.92,-2.53,1.29,-2.44
17.46,0.05,-0.03,0.08,0.17,-0.97,-6.92,-2.64,1.55,-2.45
17.52,-0.21,-0.31,-0.16,-0.09,-0.98,-6.94,-2.5,1.06,-2.46
17.59,-0.26,-0.42,-0.11,-0.15,-1.0,-6.97,-2.08,1.71,-2.43
17.66,-0.33,-0.18,-0.11,-0.19,-1.02,-6.98,-2.48,1.25,-2.45
17.73,-0.31,-0.28,0.07,-0.17,-1.04,-7.0,-2.77,1.4,-2.49
17.79,-0.04,-0.18,-0.11,0.07,-1.04,-7.01,-2.45,1.37,-2.48
17.86,-0.22,-0.24,-0.03,-0.11,-1.06,-7.03,-2.66,1.62,-2.51
17.93,-0.18,-0.28,0.03,-0.07,-1.07,-7.05,-2.19,1.07,-2.48
18.0,-0.15,-0.11,-0.06,-0.02,-1.08,-7.06,-2.51,1.51,-2.48
18.06,-0.33,-0.62,-0.08,-0.2,-1.1,-7.1,-2.35,1.56,-2.48
18.13,-0.19,-0.09,-0.15,-0.05,-1.12,-7.1,-2.56,1.53,-2.49
18.2,-0.11,-0.38,0.14,0.02,-1.12,-7.13,-2.48,1.38,-2.49
18.26,-0.24,-0.16,-0.05,-0.11,-1.14,-7.14,-2.72,1.43,-2.52
18.33,-0.14,-0.12,-0.09,-0.02,-1.15,-7.15,-2.39,1.2,-2.51
18.4,-0.27,-0.38,0.08,-0.15,-1.17,-7.17,-2.66,1.75,-2.53
18.47,-0.02,-0.3,0.05,0.09,-1.17,-7.19,-2.75,1.56,-2.55
18.53,-0.15,-0.28,-0.15,-0.06,-1.18,-7.21,-2.67,0.9,-2.57
18.6,-0.15,-0.15,0.03,-0.06,-1.19,-7.22,-2.16,1.83,-2.53
18.67,-0.13,-0.29,-0.02,-0.01,-1.2,-7.24,-2.48,1.19,-2.52
18.73,-0.32,-0.16,0.04,-0.2,-1.22,-7.25,-2.77,1.78,-2.56
18.8,-0.08,-0.16,0.02,0.02,-1.22,-7.26,-2.65,1.06,-2.57
18.87,-0.13,-0.26,-0.02,-0.03,-1.23,-7.28,-2.33,1.65,-2.55
18.94,-0.11,-0.5,0.02,0.0,-1.24,-7.31,-2.23,1.25,-2.51
19.0,-0.11,0.0,-0.15,0.03,-1.25,-7.31,-2.32,1.53,-2.49
19.07,-0.07,-0.35,-0.15,0.09,-1.25,-7.34,-2.46,1.47,-2.48
19.13,-0.21,-0.38,-0.02,-0.06,-1.27,-7.36,-2.48,1.35,-2.48
19.2,-0.2,-0.29,0.04,-0.04,-1.28,-7.38,-2.77,1.1,-2.52
19.27,-0.13,-0.29,0.03,0.01,-1.29,-7.4,-2.55,1.37,-2.52
19.33,-0.14,-0.34,-0.05,-0.0,-1.3,-7.42,-2.54,0.91,-2.52
19.4,-0.18,-0.34,0.04,-0.05,-1.31,-7.45,-2.92,0.97,-2.57
19.47,-0.18,-0.17,-0.07,-0.07,-1.32,-7.46,-2.85,1.56,-2.6
19.54,-0.22,-0.33,-0.07,-0.14,-1.34,-7.48,-2.41,1.18,-2.59
19.6,-0.27,-0.28,-0.14,-0.18,-1.36,-7.5,-2.42,1.26,-2.58
19.67,-0.2,-0.44,-0.09,-0.09,-1.37,-7.53,-2.53,1.12,-2.58
19.74,-0.21,-0.17,0.06,-0.09,-1.38,-7.54,-2.28,1.34,-2.56
19.81,-0.09,-0.27,-0.14,0.05,-1.39,-7.56,-2.41,1.83,-2.54
19.87,-0.04,-0.52,0.04,0.11,-1.39,-7.59,-2.55,0.95,-2.53
19.94,-0.08,-0.27,-0.08,0.07,-1.4,-7.61,-2.47,1.89,-2.52
20.01,-0.26,-0.19,-0.05,-0.11,-1.41,-7.62,-2.32,1.67,-2.51
20.07,-0.04,-0.19,-0.03,0.13,-1.42,-7.64,-2.75,1.44,-2.52
20.14,-0.27,-0.27,-0.05,-0.12,-1.43,-7.66,-2.56,1.17,-2.54
20.21,-0.18,-0.34,-0.05,-0.03,-1.45,-7.68,-2.46,1.38,-2.53
20.28,-0.24,-0.41,0.01,-0.08,-1.46,-7.71,-2.13,1.53,-2.49
20.34,-0.18,-0.27,0.07,0.01,-1.47,-7.73,-2.34,1.19,-2.47
20.41,-0.18,-0.25,-0.16,0.02,-1.49,-7.74,-2.63,1.16,-2.49
20.47,-0.25,-0.47,-0.13,-0.07,-1.5,-7.77,-2.78,1.56,-2.52
20.54,-0.02,-0.28,0.07,0.14,-1.5,-7.79,-2.3,1.21,-2.49
20.61,-0.15,-0.4,-0.11,0.03,-1.51,-7.82,-2.18,1.17,-2.46
20.67,-0.21,-0.3,-0.08,-0.0,-1.53,-7.84,-2.05,1.01,-2.41
20.74,-0.22,-0.3,-0.03,0.01,-1.54,-7.86,-2.56,1.96,-2.43
20.81,-0.15,-0.59,-0.05,0.08,-1.55,-7.9,-2.5,1.12,-2.43
20.88,-0.24,-0.3,0.0,-0.02,-1.57,-7.92,-2.36,1.11,-2.42
20.94,-0.15,-0.35,0.05,0.07,-1.58,-7.94,-2.32,1.33,-2.41
21.01,-0.2,-0.43,-0.08,0.03,-1.59,-7.97,-2.76,1.31,-2.44
21.08,-0.19,-0.19,-0.04,0.01,-1.6,-7.98,-2.53,1.39,-2.45
21.14,-0.19,-0.53,-0.12,0.01,-1.62,-8.02,-2.18,1.51,-2.42
21.21,-0.16,-0.15,-0.05,0.06,-1.63,-8.03,-2.12,1.2,-2.39
21.28,-0.08,-0.09,0.02,0.16,-1.63,-8.03,-2.55,1.43,-2.39
21.34,-0.1,-0.13,-0.12,0.13,-1.64,-8.04,-2.57,1.56,-2.41
21.41,-0.11,-0.15,-0.02,0.11,-1.65,-8.05,-2.72,1.55,-2.43
21.47,-0.2,-0.18,0.04,-0.01,-1.66,-8.06,-2.58,1.13,-2.45
21.54,-0.06,-0.34,0.0,0.12,-1.66,-8.09,-2.12,1.45,-2.41
21.61,-0.08,-0.22,0.06,0.12,-1.67,-8.1,-2.39,1.43,-2.4
21.67,-0.27,-0.21,-0.06,-0.07,-1.69,-8.11,-2.56,1.09,-2.42
21.74,-0.13,-0.24,-0.09,0.06,-1.7,-8.13,-2.47,1.34,-2.42
21.81,-0.08,-0.29,-0.08,0.1,-1.7,-8.15,-2.37,1.29,-2.41
21.87,-0.07,-0.37,0.08,0.12,-1.71,-8.17,-2.55,1.52,-2.42
21.94,-0.07,-0.18,-0.11,0.11,-1.71,-8.19,-2.44,1.62,-2.41
22.01,-0.08,-0.27,-0.07,0.09,-1.72,-8.2,-3.03,0.82,-2.47
22.07,-0.1,-0.4,-0.05,0.03,-1.72,-8.23,-2.5,1.0,-2.48
22.14,-0.2,-0.27,-0.04,-0.07,-1.74,-8.25,-2.35,1.56,-2.47
22.21,-0.24,-0.22,-0.14,-0.1,-1.75,-8.27,-2.55,1.16,-2.48
22.28,-0.15,-0.37,-0.08,-0.01,-1.76,-8.29,-2.56,1.25,-2.49
22.34,-0.06,-0.36,-0.08,0.06,-1.77,-8.31,-2.06,1.5,-2.44
22.41,-0.08,-0.31,0.06,0.07,-1.77,-8.34,-2.54,1.19,-2.45
22.48,-0.18,-0.21,-0.01,-0.03,-1.78,-8.35,-2.65,1.26,-2.47
22.54,-0.1,-0.41,-0.04,0.03,-1.79,-8.38,-2.07,1.6,-2.42
22.61,-0.18,-0.31,-0.08,-0.02,-1.8,-8.4,-2.57,1.28,-2.44
22.68,-0.23,-0.33,0.01,-0.07,-1.82,-8.42,-2.41,1.5,-2.44
22.75,-0.08,-0.15,0.03,0.07,-1.82,-8.43,-2.64,1.06,-2.46
22.81,-0.27,-0.24,-0.13,-0.13,-1.84,-8.45,-2.42,1.01,-2.46
22.88,-0.16,-0.13,-0.05,-0.01,-1.85,-8.45,-2.56,1.62,-2.47
22.95,-0.11,-0.09,-0.14,0.02,-1.86,-8.46,-2.82,0.87,-2.51
23.01,-0.28,-0.39,0.02,-0.17,-1.88,-8.49,-2.44,1.0,-2.51
23.08,-0.18,-0.33,0.07,-0.07,-1.89,-8.51,-2.29,1.08,-2.49
23.15,0.02,-0.25,-0.04,0.15,-1.89,-8.53,-2.43,1.5,-2.48
23.21,-0.15,-0.34,-0.03,-0.01,-1.9,-8.55,-2.44,1.7,-2.47
23.28,-0.34,-0.42,0.02,-0.19,-1.92,-8.58,-2.44,1.32,-2.48
23.35,-0.29,-0.06,-0.06,-0.14,-1.94,-8.58,-2.7,0.99,-2.51
23.41,-0.09,-0.08,-0.02,0.04,-1.95,-8.59,-2.41,1.06,-2.5
23.48,-0.29,-0.13,0.11,-0.15,-1.97,-8.59,-2.59,1.1,-2.52
23.55,-0.3,-0.21,-0.03,-0.17,-1.99,-8.61,-2.7,1.48,-2.55
23.62,-0.15,-0.49,-0.12,-0.03,-2.0,-8.64,-2.49,1.38,-2.54
23.68,-0.16,-0.4,0.01,-0.04,-2.01,-8.67,-2.1,1.47,-2.5
23.75,-0.2,-0.14,-0.13,-0.04,-2.02,-8.68,-2.49,1.19,-2.5
23.82,-0.21,-0.28,0.1,-0.05,-2.04,-8.7,-2.72,1.09,-2.53
23.88,-0.06,-0.32,0.02,0.08,-2.04,-8.72,-2.55,1.2,-2.52
23.95,-0.15,-0.41,0.05,-0.01,-2.05,-8.74,-2.11,1.46,-2.48
24.02,-0.15,-0.43,-0.12,0.02,-2.06,-8.77,-2.58,1.16,-2.49
24.08,-0.2,-0.27,0.08,-0.04,-2.07,-8.79,-2.3,1.47,-2.47
24.15,-0.27,0.02,-0.22,-0.09,-2.09,-8.79,-2.23,1.58,-2.45
24.22,-0.23,-0.24,0.0,-0.03,-2.11,-8.81,-2.23,1.33,-2.43
24.28,-0.06,-0.28,-0.12,0.15,-2.11,-8.82,-2.71,1.67,-2.45
24.35,-0.08,-0.38,-0.11,0.12,-2.12,-8.85,-2.59,1.27,-2.46
