Tiempo,GiroX,GiroY,GiroZ,KalmanGiroY,GiroXAngle,GiroYAngle,Pitch,Roll,KalmanPitch
10.52,-0.19,-0.05,0.08,-0.16,-0.58,1.19,-0.12,1.07,-0.2
10.58,-0.11,0.1,0.02,-0.07,-0.59,1.19,0.09,0.95,-0.18
10.65,0.0,0.11,0.05,0.06,-0.59,1.2,-0.05,0.82,-0.16
10.71,-0.26,0.41,0.11,-0.19,-0.6,1.22,-0.3,1.64,-0.18
10.77,-0.18,0.02,0.02,-0.12,-0.62,1.23,-0.18,1.19,-0.19
10.84,-0.13,-0.03,0.2,-0.07,-0.62,1.22,0.08,1.42,-0.17
10.9,-0.16,0.18,0.18,-0.08,-0.64,1.24,-0.2,1.32,-0.17
10.97,-0.19,-0.08,0.03,-0.11,-0.65,1.23,0.26,1.4,-0.13
11.03,-0.11,0.24,0.15,0.01,-0.65,1.25,-0.03,1.29,-0.12
11.1,-0.16,0.17,0.15,-0.04,-0.66,1.26,-0.03,1.23,-0.12
11.16,-0.15,-0.03,-0.09,-0.02,-0.67,1.25,-0.41,0.93,-0.15
11.23,-0.21,0.18,0.14,-0.1,-0.69,1.27,0.15,2.02,-0.12
11.29,-0.05,-0.15,0.06,0.08,-0.69,1.26,0.0,1.21,-0.11
11.35,-0.27,-0.31,0.17,-0.14,-0.71,1.24,-0.33,1.15,-0.14
11.42,-0.28,0.18,0.19,-0.16,-0.73,1.25,-0.33,1.39,-0.17
11.48,-0.17,0.15,0.17,-0.06,-0.74,1.26,0.23,1.09,-0.13
11.55,-0.32,0.25,0.15,-0.18,-0.76,1.27,-0.32,1.35,-0.16
11.61,-0.08,-0.01,0.13,0.04,-0.76,1.27,-0.24,0.68,-0.17
11.68,-0.15,-0.05,0.09,-0.03,-0.77,1.27,0.11,1.42,-0.14
11.74,-0.21,0.31,0.21,-0.07,-0.79,1.29,-0.12,0.72,-0.14
11.81,-0.08,-0.1,-0.02,0.06,-0.79,1.28,0.02,1.14,-0.12
11.87,-0.21,0.06,0.26,-0.05,-0.81,1.29,-0.21,1.27,-0.13
11.94,-0.18,0.01,0.17,-0.03,-0.82,1.29,-0.06,1.23,-0.13
12.0,0.02,-0.11,0.13,0.17,-0.82,1.28,-0.06,1.0,-0.11
12.06,-0.04,0.23,0.01,0.12,-0.82,1.3,0.15,1.33,-0.08
12.13,-0.1,0.09,0.17,0.08,-0.83,1.3,0.12,1.31,-0.05
12.19,-0.05,0.14,0.11,0.14,-0.83,1.31,-0.27,1.17,-0.07
12.25,-0.09,0.26,0.2,0.08,-0.83,1.33,-0.11,1.63,-0.07
12.32,-0.12,0.21,0.02,0.05,-0.84,1.34,-0.24,1.82,-0.08
12.38,-0.13,0.04,0.1,0.03,-0.85,1.34,0.17,1.08,-0.05
12.44,-0.21,0.21,0.22,-0.04,-0.86,1.36,0.29,1.34,-0.02
12.51,-0.05,0.09,0.08,0.15,-0.87,1.36,-0.38,1.4,-0.05
12.57,-0.31,-0.02,0.07,-0.14,-0.89,1.36,0.02,1.11,-0.05
12.63,-0.1,0.18,-0.03,0.08,-0.89,1.37,0.23,1.23,-0.02
12.7,-0.22,0.15,-0.02,-0.02,-0.91,1.38,-0.26,1.03,-0.04
12.76,-0.15,0.31,0.19,0.03,-0.92,1.4,-0.26,1.04,-0.06
12.83,-0.17,0.24,0.08,-0.0,-0.93,1.42,-0.14,1.04,-0.07
12.89,-0.15,0.05,0.22,0.01,-0.94,1.42,-0.12,1.59,-0.08
12.95,-0.18,0.14,0.08,-0.03,-0.95,1.43,0.15,1.27,-0.05
13.02,-0.17,0.18,0.02,0.0,-0.96,1.44,0.21,1.63,-0.03
13.08,-0.15,0.11,0.08,0.04,-0.97,1.45,-0.15,1.1,-0.04
13.14,-0.17,0.16,0.02,0.02,-0.98,1.46,0.14,0.97,-0.02
13.21,-0.18,0.21,0.21,0.02,-0.99,1.47,-0.11,1.44,-0.03
13.27,-0.27,-0.08,0.21,-0.09,-1.01,1.47,0.18,1.22,-0.01
13.34,-0.18,0.13,0.05,0.03,-1.02,1.48,0.21,1.24,0.02
13.4,0.05,0.01,0.07,0.27,-1.02,1.48,-0.17,1.38,0.01
13.46,-0.11,-0.15,0.13,0.09,-1.02,1.47,-0.03,1.12,0.01
13.52,-0.15,0.33,0.16,0.05,-1.03,1.49,0.14,1.37,0.03
13.58,-0.21,0.02,0.26,-0.0,-1.05,1.49,-0.23,1.25,0.0
13.65,-0.12,0.07,0.04,0.07,-1.05,1.49,0.05,0.94,0.01
13.71,-0.01,0.06,0.16,0.19,-1.05,1.5,0.36,1.35,0.06
13.77,-0.18,0.09,0.17,0.05,-1.07,1.5,0.12,1.28,0.07
13.83,-0.16,0.25,0.25,0.07,-1.08,1.52,0.15,0.74,0.08
13.89,-0.28,0.15,0.05,-0.05,-1.09,1.53,-0.21,1.28,0.05
13.96,-0.12,0.15,0.0,0.09,-1.1,1.54,0.29,1.57,0.08
14.02,-0.17,-0.03,0.09,0.06,-1.11,1.53,0.27,1.01,0.1
14.08,-0.1,0.0,0.05,0.14,-1.12,1.53,0.24,1.18,0.12
14.14,-0.11,0.12,-0.08,0.15,-1.12,1.54,-0.03,1.38,0.11
14.2,-0.2,0.23,0.17,0.04,-1.14,1.56,0.27,1.21,0.13
14.27,-0.2,0.05,0.11,0.05,-1.15,1.56,0.12,1.3,0.13
14.33,-0.18,-0.11,-0.11,0.07,-1.16,1.55,0.29,1.58,0.15
14.39,-0.18,-0.02,0.1,0.09,-1.17,1.55,-0.06,1.06,0.14
14.46,-0.27,0.06,0.19,-0.03,-1.19,1.56,-0.09,0.8,0.11
14.52,-0.08,-0.09,0.0,0.14,-1.19,1.55,-0.45,1.15,0.06
14.58,-0.22,0.23,0.14,-0.04,-1.21,1.56,0.44,1.61,0.1
14.64,-0.27,-0.06,0.2,-0.05,-1.22,1.56,0.03,1.05,0.09
14.71,-0.03,0.0,0.23,0.18,-1.23,1.56,-0.06,1.24,0.08
14.77,-0.2,0.14,-0.05,-0.0,-1.24,1.57,0.35,1.3,0.11
14.83,-0.04,0.2,0.11,0.18,-1.24,1.58,-0.4,1.1,0.07
14.9,-0.15,-0.02,0.05,0.03,-1.25,1.58,-0.11,0.95,0.05
14.96,-0.16,0.21,0.14,0.0,-1.26,1.59,-0.03,1.36,0.04
15.02,-0.09,0.28,0.27,0.07,-1.27,1.61,0.24,1.22,0.07
15.08,-0.22,0.05,0.05,-0.05,-1.28,1.61,-0.45,1.42,0.01
15.15,-0.18,0.18,0.03,-0.04,-1.29,1.63,0.06,1.56,0.01
15.21,-0.18,0.18,0.1,-0.05,-1.3,1.64,0.17,1.11,0.03
15.27,-0.23,0.06,0.07,-0.08,-1.32,1.64,-0.06,1.52,0.01
15.34,-0.11,-0.06,0.11,0.04,-1.32,1.64,0.0,1.04,0.01
15.4,-0.21,0.21,0.04,-0.06,-1.34,1.65,-0.15,1.42,-0.01
15.46,-0.22,-0.05,0.13,-0.09,-1.35,1.65,-0.18,0.99,-0.03
15.53,-0.15,0.05,0.24,-0.03,-1.36,1.65,-0.3,0.9,-0.06
15.59,-0.29,0.23,0.31,-0.19,-1.38,1.67,0.14,0.95,-0.05
15.66,-0.16,0.08,-0.07,-0.05,-1.39,1.67,-0.17,0.84,-0.07
15.72,-0.21,0.28,0.06,-0.1,-1.4,1.69,-0.24,1.38,-0.09
15.79,-0.07,0.1,0.02,0.02,-1.41,1.7,-0.02,0.99,-0.08
15.85,-0.2,-0.05,0.02,-0.1,-1.42,1.69,0.05,1.34,-0.07
15.92,-0.11,0.22,0.2,0.0,-1.43,1.71,0.08,1.47,-0.06
15.98,-0.22,0.18,0.1,-0.1,-1.44,1.72,-0.24,1.04,-0.08
16.04,-0.14,0.05,0.01,-0.03,-1.45,1.72,-0.14,1.49,-0.09
16.11,-0.04,0.17,0.04,0.06,-1.45,1.73,0.02,1.38,-0.08
16.17,-0.17,0.1,0.08,-0.06,-1.46,1.74,-0.2,1.12,-0.09
16.24,-0.2,0.19,0.06,-0.1,-1.47,1.75,0.08,1.12,-0.08
16.3,-0.23,-0.02,-0.02,-0.12,-1.49,1.75,0.0,1.26,-0.08
16.36,-0.21,0.12,0.18,-0.09,-1.5,1.76,-0.06,1.03,-0.08
16.43,-0.21,0.14,0.13,-0.09,-1.52,1.77,-0.47,1.17,-0.13
16.49,-0.16,0.21,0.13,-0.07,-1.53,1.78,-0.44,1.52,-0.16
16.56,-0.23,0.1,0.12,-0.16,-1.54,1.79,-0.17,0.73,-0.17
16.62,-0.24,-0.01,0.05,-0.17,-1.56,1.79,0.02,0.95,-0.16
16.69,-0.08,0.08,0.11,0.0,-1.56,1.79,-0.06,1.36,-0.15
16.75,-0.08,0.14,0.05,0.01,-1.57,1.8,-0.17,1.59,-0.15
16.81,-0.26,0.06,0.07,-0.17,-1.58,1.8,0.12,1.67,-0.13
16.88,-0.08,-0.21,-0.01,0.04,-1.59,1.79,-0.14,0.97,-0.13
16.94,-0.23,0.0,0.0,-0.12,-1.6,1.79,0.0,1.24,-0.12
17.01,-0.23,0.0,0.18,-0.11,-1.62,1.79,-0.09,1.12,-0.13
17.07,-0.21,0.08,-0.1,-0.09,-1.63,1.8,-0.08,1.05,-0.13
17.14,-0.28,0.08,0.09,-0.15,-1.65,1.8,0.18,1.12,-0.1
17.2,-0.15,0.17,0.14,0.0,-1.66,1.81,-0.27,1.1,-0.12
17.26,-0.14,0.04,0.11,0.01,-1.67,1.81,-0.14,1.43,-0.12
17.33,-0.24,0.23,0.11,-0.1,-1.69,1.83,0.21,1.19,-0.09
17.39,-0.16,0.18,0.05,0.01,-1.7,1.84,-0.06,1.62,-0.09
17.46,-0.15,0.29,0.17,0.02,-1.71,1.86,0.15,1.49,-0.06
17.52,-0.06,0.2,0.11,0.13,-1.71,1.87,-0.15,1.22,-0.06
17.58,-0.15,0.08,0.09,0.04,-1.72,1.88,0.04,1.5,-0.05
17.64,-0.18,0.26,0.03,0.01,-1.73,1.89,-0.17,1.2,-0.06
17.71,-0.18,0.09,-0.11,-0.0,-1.74,1.9,-0.4,1.35,-0.1
17.77,-0.17,0.01,0.15,-0.01,-1.75,1.9,0.02,1.1,-0.09
17.84,-0.22,-0.01,0.08,-0.06,-1.77,1.9,0.0,1.17,-0.08
17.9,-0.15,0.18,-0.01,0.02,-1.78,1.91,-0.12,0.98,-0.08
17.97,-0.21,-0.02,0.15,-0.05,-1.79,1.91,-0.2,1.37,-0.1
18.03,-0.19,0.18,0.18,-0.03,-1.8,1.92,0.05,1.1,-0.09
18.1,-0.18,0.1,0.17,-0.01,-1.81,1.93,0.03,1.18,-0.07
18.16,-0.24,-0.01,0.08,-0.06,-1.83,1.93,0.38,1.29,-0.03
18.22,-0.06,0.19,-0.02,0.15,-1.83,1.94,-0.22,1.25,-0.04
18.29,-0.18,-0.01,0.08,0.01,-1.84,1.94,-0.27,1.61,-0.06
18.35,-0.18,0.09,0.27,-0.0,-1.86,1.94,-0.15,1.35,-0.07
18.42,-0.1,0.12,-0.02,0.07,-1.86,1.95,-0.15,1.38,-0.08
18.48,-0.25,0.15,-0.11,-0.09,-1.88,1.96,-0.21,1.66,-0.1
18.55,-0.18,0.22,0.02,-0.03,-1.89,1.98,-0.11,1.53,-0.1
18.61,-0.18,0.11,0.07,-0.03,-1.9,1.98,-0.33,1.35,-0.13
18.68,-0.18,0.11,0.02,-0.04,-1.91,1.99,0.27,1.36,-0.09
18.74,-0.09,0.22,0.05,0.08,-1.92,2.0,-0.18,1.22,-0.09
18.8,-0.18,-0.06,0.16,-0.01,-1.93,2.0,-0.09,1.53,-0.09
18.87,-0.09,0.08,-0.02,0.07,-1.94,2.01,0.29,1.34,-0.05
18.93,-0.24,0.11,0.09,-0.05,-1.95,2.01,-0.24,1.02,-0.07
19.0,-0.24,0.05,0.14,-0.06,-1.97,2.02,-0.24,1.04,-0.09
19.06,-0.22,0.04,0.09,-0.06,-1.98,2.02,0.11,1.4,-0.08
19.13,-0.06,0.08,0.14,0.12,-1.99,2.02,-0.5,1.07,-0.11
19.19,-0.21,-0.02,0.03,-0.07,-2.0,2.02,-0.06,1.72,-0.11
19.26,-0.18,0.15,0.05,-0.03,-2.01,2.03,-0.17,1.21,-0.12
19.32,-0.11,0.17,-0.05,0.03,-2.02,2.04,-0.09,0.94,-0.11
19.38,-0.3,0.15,0.0,-0.15,-2.04,2.05,0.31,0.91,-0.08
19.45,-0.21,0.05,0.02,-0.03,-2.05,2.06,-0.18,1.51,-0.09
19.51,-0.24,0.01,0.08,-0.07,-2.07,2.06,-0.09,1.44,-0.09
19.58,-0.34,0.35,0.16,-0.17,-2.09,2.08,0.09,1.78,-0.08
19.64,-0.1,0.08,0.09,0.09,-2.1,2.08,-0.14,1.52,-0.09
19.7,-0.24,0.12,-0.03,-0.05,-2.11,2.09,0.35,0.93,-0.04
19.77,-0.12,0.01,0.01,0.1,-2.12,2.09,-0.2,0.88,-0.05
19.83,-0.15,0.11,0.15,0.05,-2.13,2.1,-0.08,1.26,-0.05
19.9,-0.22,0.03,0.11,-0.02,-2.14,2.1,-0.5,1.2,-0.1
19.96,-0.14,0.13,0.12,0.03,-2.15,2.11,-0.47,1.77,-0.14
20.02,-0.06,0.04,0.15,0.08,-2.16,2.11,0.2,1.28,-0.1
20.09,-0.16,-0.03,0.24,0.01,-2.17,2.11,0.17,0.85,-0.07
20.15,-0.14,0.02,0.16,0.05,-2.17,2.11,-0.05,1.4,-0.06
20.21,-0.18,0.07,0.15,0.01,-2.19,2.12,0.21,1.75,-0.03
20.28,-0.13,-0.11,0.08,0.08,-2.19,2.11,0.15,0.99,-0.01
20.34,-0.26,0.38,0.1,-0.04,-2.21,2.13,0.09,1.06,-0.0
20.4,-0.21,-0.03,0.02,0.02,-2.22,2.13,-0.17,1.57,-0.02
20.47,-0.11,-0.09,0.06,0.11,-2.23,2.13,-0.03,1.25,-0.01
20.53,-0.18,0.15,0.05,0.04,-2.24,2.14,0.27,1.45,0.02
20.59,-0.11,0.19,0.0,0.12,-2.25,2.15,-0.09,1.19,0.01
20.66,-0.21,0.15,0.04,0.02,-2.26,2.16,-0.15,1.62,-0.0
20.72,-0.14,0.33,0.17,0.08,-2.27,2.18,0.02,1.56,0.0
20.78,-0.05,0.18,0.09,0.17,-2.27,2.19,-0.35,1.15,-0.02
20.85,-0.11,0.03,0.11,0.08,-2.28,2.19,-0.09,1.52,-0.03
20.91,-0.19,0.11,0.05,-0.01,-2.29,2.2,0.06,1.71,-0.02
20.97,-0.26,0.18,0.07,-0.07,-2.31,2.21,0.08,1.47,-0.01
21.04,-0.1,0.08,0.03,0.1,-2.31,2.21,-0.74,1.13,-0.08
21.1,-0.14,0.08,0.05,0.01,-2.32,2.22,-0.24,1.38,-0.1
21.16,-0.04,-0.2,0.12,0.09,-2.33,2.21,0.06,1.67,-0.08
21.23,-0.24,0.25,0.02,-0.09,-2.34,2.22,0.41,1.74,-0.03
21.29,-0.01,0.11,0.06,0.17,-2.34,2.23,-0.03,1.58,-0.02
21.35,-0.18,0.33,0.2,0.0,-2.35,2.25,-0.22,1.05,-0.04
21.42,-0.05,0.01,-0.11,0.11,-2.36,2.25,0.0,1.43,-0.03
21.48,-0.11,0.28,0.18,0.06,-2.36,2.27,-0.2,1.39,-0.05
21.55,-0.23,0.12,0.08,-0.08,-2.38,2.28,0.44,1.27,0.0
21.61,-0.11,0.25,0.07,0.08,-2.38,2.29,0.35,1.17,0.04
21.67,-0.13,-0.12,0.22,0.09,-2.39,2.29,0.29,0.82,0.07
21.73,-0.16,0.11,0.26,0.07,-2.4,2.29,0.05,1.27,0.07
21.79,-0.13,0.03,0.09,0.1,-2.41,2.29,0.24,0.98,0.1
21.85,-0.2,0.05,0.15,0.04,-2.42,2.3,0.05,1.54,0.09
21.92,-0.23,0.43,0.03,0.01,-2.44,2.32,-0.03,0.99,0.08
21.98,-0.27,-0.09,0.09,-0.04,-2.45,2.32,0.12,1.1,0.08
22.04,-0.21,-0.09,0.19,0.02,-2.47,2.31,0.24,1.55,0.1
22.1,-0.18,0.1,0.18,0.06,-2.48,2.32,0.11,1.15,0.1
22.17,-0.1,0.31,0.14,0.15,-2.48,2.34,-0.02,0.97,0.1
22.23,-0.24,0.04,0.13,-0.0,-2.5,2.34,-0.27,0.9,0.06
22.29,-0.08,-0.09,-0.08,0.13,-2.5,2.33,-0.03,1.27,0.06
22.36,-0.21,-0.03,0.16,-0.01,-2.52,2.33,0.05,1.08,0.06
22.42,-0.04,-0.16,-0.05,0.16,-2.52,2.32,0.09,1.48,0.07
22.48,-0.24,0.31,0.06,-0.04,-2.53,2.34,0.07,1.62,0.07
22.55,-0.15,0.36,0.24,0.05,-2.54,2.36,-0.09,1.15,0.05
22.61,-0.18,0.11,0.04,0.01,-2.56,2.37,0.39,1.09,0.09
22.67,-0.27,0.07,0.02,-0.05,-2.57,2.37,0.14,0.97,0.09
22.73,0.0,0.32,0.08,0.22,-2.57,2.39,-0.58,1.45,0.03
22.79,-0.02,0.3,-0.02,0.14,-2.57,2.41,-0.14,1.09,0.02
22.86,-0.08,0.01,0.05,0.08,-2.58,2.41,-0.12,1.16,0.01
22.92,-0.15,-0.03,0.24,-0.01,-2.59,2.41,0.17,0.95,0.03
22.98,-0.17,0.27,0.05,-0.01,-2.6,2.43,-0.35,1.07,-0.01
23.05,-0.18,-0.05,0.09,-0.05,-2.61,2.43,0.05,1.03,-0.01
23.11,-0.04,0.18,0.13,0.09,-2.61,2.44,-0.18,1.13,-0.02
23.18,-0.07,-0.27,0.23,0.05,-2.62,2.42,-0.15,1.01,-0.03
23.24,-0.13,0.12,0.1,-0.02,-2.63,2.43,0.08,1.41,-0.02
23.31,-0.27,0.1,0.26,-0.16,-2.64,2.43,-0.27,1.88,-0.06
23.37,-0.1,0.02,0.08,-0.0,-2.65,2.44,-0.07,1.45,-0.06
23.43,-0.03,0.06,0.19,0.06,-2.65,2.44,0.26,1.66,-0.02
23.5,-0.18,0.23,0.08,-0.06,-2.66,2.45,-0.2,1.16,-0.04
23.56,-0.23,-0.02,0.24,-0.12,-2.68,2.45,0.0,0.98,-0.05
23.63,-0.22,0.06,0.19,-0.11,-2.69,2.46,-0.02,0.84,-0.05
23.69,0.02,0.17,0.08,0.14,-2.69,2.47,-0.26,1.04,-0.06
23.75,-0.21,-0.19,0.15,-0.12,-2.7,2.46,-0.12,1.5,-0.08
23.82,-0.09,0.02,0.02,0.0,-2.71,2.46,0.2,1.46,-0.05
23.88,-0.15,0.24,0.17,-0.04,-2.72,2.47,-0.08,1.59,-0.05
23.95,-0.11,-0.08,0.04,-0.0,-2.73,2.47,-0.18,1.22,-0.07
24.01,-0.17,0.16,0.08,-0.07,-2.74,2.48,-0.17,1.21,-0.08
24.08,-0.17,-0.08,-0.02,-0.07,-2.75,2.47,-0.14,1.16,-0.09
24.14,-0.29,0.23,0.16,-0.2,-2.77,2.49,-0.09,1.08,-0.1
24.21,-0.19,-0.15,0.09,-0.1,-2.78,2.48,0.08,0.8,-0.09
