Tiempo,GiroX,GiroY,GiroZ,KalmanGiroY,GiroXAngle,GiroYAngle,Pitch,Roll,KalmanPitch
6.28,-0.08,-0.2,0.02,-0.02,1.49,-6.41,-5.2,1.81,-4.97
6.35,-0.21,-0.46,0.01,-0.17,1.48,-6.44,-4.81,1.0,-4.96
6.41,-0.15,-0.31,-0.01,-0.11,1.47,-6.46,-4.67,1.29,-4.94
6.48,-0.24,-0.33,0.01,-0.18,1.45,-6.48,-4.77,1.7,-4.93
6.54,-0.17,-0.23,-0.11,-0.09,1.44,-6.49,-4.82,1.91,-4.92
6.61,-0.2,-0.3,0.06,-0.11,1.43,-6.51,-4.74,1.68,-4.91
6.67,0.05,-0.31,0.0,0.16,1.43,-6.53,-4.46,1.57,-4.85
6.74,-0.16,-0.19,0.08,-0.02,1.42,-6.54,-4.97,1.13,-4.87
6.8,-0.12,-0.37,0.08,0.01,1.41,-6.57,-5.21,1.38,-4.9
6.87,-0.17,-0.11,-0.05,-0.07,1.4,-6.57,-4.52,1.44,-4.87
6.93,0.02,-0.18,0.09,0.16,1.4,-6.59,-5.23,1.12,-4.9
6.99,-0.16,-0.32,-0.05,-0.06,1.39,-6.61,-4.55,1.05,-4.86
7.06,-0.02,-0.32,0.02,0.12,1.39,-6.63,-5.22,1.19,-4.89
7.12,-0.26,-0.27,0.02,-0.16,1.38,-6.64,-4.76,1.46,-4.89
7.19,-0.07,-0.1,-0.05,0.04,1.37,-6.65,-4.93,1.59,-4.89
7.25,0.04,-0.18,-0.04,0.15,1.37,-6.66,-4.91,1.63,-4.88
7.32,-0.2,-0.12,-0.09,-0.09,1.36,-6.67,-4.79,1.96,-4.88
7.38,0.06,0.09,0.02,0.18,1.36,-6.66,-4.86,1.76,-4.87
7.44,-0.2,-0.51,0.24,-0.08,1.35,-6.69,-4.28,1.04,-4.81
7.51,-0.11,0.15,-0.16,0.05,1.35,-6.69,-5.06,1.62,-4.83
7.57,-0.17,-0.5,0.02,-0.03,1.33,-6.72,-4.54,1.3,-4.8
7.64,-0.05,-0.11,0.01,0.11,1.33,-6.72,-5.3,1.01,-4.85
7.7,-0.19,-0.18,0.04,-0.07,1.32,-6.74,-4.54,1.59,-4.82
7.76,-0.03,-0.23,-0.07,0.12,1.32,-6.75,-5.16,1.45,-4.85
7.83,-0.24,-0.08,-0.06,-0.11,1.3,-6.76,-4.89,1.59,-4.86
7.89,-0.02,-0.32,-0.02,0.11,1.3,-6.78,-5.08,1.26,-4.88
7.96,-0.11,-0.21,0.05,-0.0,1.29,-6.79,-5.0,1.46,-4.89
8.02,-0.12,-0.3,0.02,-0.03,1.29,-6.81,-4.95,1.53,-4.9
8.09,-0.18,-0.11,-0.1,-0.09,1.27,-6.82,-5.01,1.71,-4.92
8.15,-0.03,-0.26,0.04,0.05,1.27,-6.83,-4.8,1.55,-4.9
8.22,-0.11,-0.17,-0.15,-0.02,1.26,-6.84,-4.76,1.42,-4.89
8.28,-0.28,-0.36,0.05,-0.18,1.25,-6.87,-5.17,1.7,-4.93
8.35,-0.08,-0.47,-0.08,0.0,1.24,-6.9,-5.17,1.48,-4.95
8.41,-0.2,-0.11,-0.12,-0.14,1.23,-6.91,-4.97,1.61,-4.96
8.48,-0.06,-0.18,0.05,0.0,1.22,-6.92,-4.6,1.41,-4.92
8.54,-0.13,0.06,0.12,-0.04,1.22,-6.91,-5.21,1.47,-4.96
8.6,-0.14,-0.12,-0.04,-0.07,1.21,-6.92,-5.04,1.76,-4.97
8.67,0.02,-0.25,-0.06,0.08,1.21,-6.94,-5.1,1.38,-4.98
8.73,-0.04,-0.26,0.01,0.01,1.21,-6.95,-5.04,1.46,-4.98
8.8,-0.1,-0.32,-0.04,-0.05,1.2,-6.97,-4.79,1.32,-4.97
8.86,-0.02,-0.18,0.08,0.05,1.2,-6.99,-4.9,1.26,-4.96
8.93,-0.18,-0.06,0.13,-0.12,1.19,-6.99,-5.19,1.57,-4.99
8.99,-0.2,-0.47,0.04,-0.15,1.17,-7.02,-4.95,1.5,-4.99
9.06,-0.15,-0.31,0.18,-0.1,1.16,-7.04,-5.3,1.38,-5.03
9.12,-0.06,-0.35,-0.03,-0.03,1.16,-7.06,-4.28,1.23,-4.95
9.19,-0.22,-0.22,-0.01,-0.13,1.15,-7.08,-4.68,1.46,-4.93
9.25,-0.08,-0.57,0.01,0.02,1.14,-7.12,-4.88,1.56,-4.92
9.31,-0.09,-0.31,-0.11,0.02,1.13,-7.14,-4.98,1.57,-4.93
9.38,-0.08,-0.21,-0.08,0.02,1.13,-7.15,-4.82,1.32,-4.92
9.44,-0.07,-0.29,0.1,0.05,1.12,-7.17,-4.86,1.61,-4.91
9.51,-0.15,-0.2,-0.03,-0.03,1.12,-7.18,-5.08,0.99,-4.93
9.57,-0.02,-0.15,-0.02,0.08,1.11,-7.19,-5.02,1.2,-4.93
9.64,-0.1,-0.21,-0.08,0.0,1.11,-7.2,-4.78,1.16,-4.92
9.7,-0.05,-0.2,-0.03,0.07,1.1,-7.22,-4.5,1.49,-4.87
9.77,-0.12,-0.37,-0.07,0.02,1.1,-7.24,-5.1,0.87,-4.89
9.83,-0.21,-0.28,0.03,-0.08,1.08,-7.26,-4.91,1.24,-4.9
9.9,-0.29,-0.23,-0.02,-0.17,1.06,-7.27,-4.88,1.47,-4.91
9.96,-0.08,-0.49,-0.08,0.05,1.06,-7.31,-5.07,1.51,-4.92
10.03,-0.18,-0.24,0.04,-0.06,1.05,-7.32,-5.04,1.0,-4.94
10.09,-0.19,-0.27,0.03,-0.09,1.04,-7.34,-4.92,1.73,-4.94
10.16,-0.1,-0.4,0.05,0.01,1.03,-7.37,-5.2,1.54,-4.97
10.22,-0.14,-0.41,0.04,-0.05,1.02,-7.39,-5.01,1.25,-4.98
10.29,-0.04,-0.37,-0.14,0.05,1.02,-7.42,-5.03,1.58,-4.98
10.35,-0.02,-0.36,-0.05,0.06,1.02,-7.44,-5.05,1.26,-4.98
10.42,-0.15,-0.01,-0.02,-0.08,1.01,-7.44,-4.83,1.26,-4.97
10.49,-0.12,-0.24,0.02,-0.04,1.0,-7.46,-5.09,1.73,-4.99
10.55,-0.08,-0.24,-0.02,0.0,0.99,-7.47,-4.97,1.23,-4.98
10.62,-0.12,0.08,-0.02,-0.04,0.98,-7.47,-5.02,1.81,-4.99
10.68,-0.05,-0.13,0.02,0.02,0.98,-7.48,-5.15,1.24,-5.01
10.75,0.02,-0.09,-0.03,0.08,0.98,-7.48,-5.11,1.35,-5.01
10.81,-0.12,-0.22,0.04,-0.07,0.97,-7.5,-5.0,1.04,-5.02
10.88,-0.03,-0.32,0.12,0.03,0.97,-7.52,-4.94,1.11,-5.01
10.94,-0.05,-0.21,-0.01,0.01,0.97,-7.53,-4.98,0.98,-5.0
11.01,-0.1,-0.15,0.11,-0.04,0.96,-7.54,-4.99,1.44,-5.0
11.07,-0.08,-0.18,-0.08,-0.02,0.96,-7.55,-4.94,1.61,-5.0
11.14,-0.18,-0.05,0.09,-0.11,0.94,-7.56,-4.63,0.97,-4.96
11.21,-0.15,-0.2,0.08,-0.05,0.93,-7.57,-4.81,1.5,-4.95
11.27,-0.08,-0.11,0.05,0.03,0.93,-7.58,-5.09,1.53,-4.96
11.34,-0.09,-0.23,0.0,0.01,0.92,-7.59,-4.9,1.3,-4.96
11.4,-0.1,-0.14,-0.04,0.01,0.92,-7.6,-4.84,1.17,-4.94
11.47,-0.21,-0.18,0.02,-0.09,0.9,-7.61,-4.84,1.46,-4.94
11.53,-0.21,-0.13,-0.08,-0.09,0.89,-7.62,-5.21,1.53,-4.97
11.6,0.0,-0.05,0.07,0.1,0.89,-7.62,-5.0,1.3,-4.97
11.66,-0.04,-0.15,0.09,0.06,0.89,-7.63,-4.69,1.6,-4.94
11.73,0.02,-0.31,0.0,0.14,0.89,-7.65,-4.63,0.97,-4.9
11.79,-0.03,-0.26,0.05,0.11,0.89,-7.67,-4.9,1.48,-4.89
11.86,-0.12,-0.05,0.07,0.02,0.88,-7.67,-5.07,1.33,-4.91
11.92,-0.14,-0.29,-0.07,-0.01,0.87,-7.69,-4.87,1.41,-4.9
11.99,-0.05,-0.21,0.03,0.08,0.87,-7.71,-5.02,1.06,-4.91
12.05,-0.13,-0.34,-0.08,-0.01,0.86,-7.73,-4.75,1.52,-4.9
12.12,-0.2,-0.15,-0.05,-0.06,0.84,-7.74,-5.22,1.07,-4.93
12.19,-0.03,-0.34,0.01,0.08,0.84,-7.76,-4.92,1.85,-4.93
12.25,-0.09,-0.2,-0.02,0.02,0.84,-7.77,-4.68,1.35,-4.9
12.32,-0.11,0.03,-0.1,0.02,0.83,-7.77,-4.84,1.65,-4.89
12.38,-0.02,-0.03,-0.1,0.12,0.83,-7.77,-5.07,1.53,-4.9
12.45,-0.18,-0.27,0.1,-0.06,0.82,-7.79,-4.73,0.57,-4.89
12.51,-0.15,-0.18,-0.05,-0.02,0.81,-7.8,-4.58,1.48,-4.86
12.58,-0.15,-0.36,-0.09,0.0,0.8,-7.83,-4.73,1.16,-4.84
12.64,-0.16,-0.32,-0.01,0.01,0.79,-7.85,-4.83,1.49,-4.84
12.71,-0.15,-0.26,0.11,0.02,0.78,-7.87,-4.67,1.3,-4.82
12.77,-0.21,-0.27,-0.03,-0.03,0.76,-7.88,-5.38,1.07,-4.88
12.84,-0.12,-0.13,-0.06,0.02,0.75,-7.89,-5.12,1.09,-4.91
12.91,-0.15,-0.27,0.08,-0.03,0.74,-7.91,-4.68,1.65,-4.88
12.97,-0.05,-0.23,-0.01,0.09,0.74,-7.92,-4.97,1.07,-4.89
13.04,-0.12,-0.37,0.08,0.01,0.73,-7.95,-4.83,1.25,-4.88
13.1,-0.14,-0.16,-0.06,-0.0,0.72,-7.96,-4.81,1.16,-4.87
13.17,-0.11,-0.28,0.08,0.03,0.72,-7.98,-4.84,1.41,-4.87
13.23,-0.08,-0.11,-0.05,0.06,0.71,-7.98,-5.07,1.16,-4.89
13.3,-0.09,-0.31,0.1,0.04,0.71,-8.0,-4.91,1.23,-4.89
13.36,-0.08,-0.32,-0.05,0.05,0.7,-8.03,-4.79,1.31,-4.87
13.43,-0.23,-0.23,0.13,-0.1,0.69,-8.04,-4.53,1.51,-4.84
13.5,-0.05,-0.24,-0.04,0.11,0.68,-8.06,-5.13,1.6,-4.87
13.56,-0.07,-0.28,-0.05,0.07,0.68,-8.07,-4.85,1.42,-4.86
13.63,-0.15,-0.2,0.03,-0.02,0.67,-8.09,-5.0,1.45,-4.88
13.69,-0.09,-0.27,-0.03,0.04,0.66,-8.11,-5.02,1.17,-4.89
13.76,-0.13,-0.34,0.09,-0.01,0.65,-8.13,-5.3,1.76,-4.94
13.82,-0.03,-0.12,-0.09,0.05,0.65,-8.14,-4.89,1.64,-4.93
13.89,-0.17,-0.27,-0.04,-0.08,0.64,-8.15,-5.01,1.12,-4.94
13.96,-0.13,-0.16,0.15,-0.05,0.63,-8.16,-5.04,1.41,-4.95
14.02,-0.02,-0.1,0.07,0.05,0.63,-8.17,-5.41,1.4,-5.0
14.09,-0.1,-0.2,0.03,-0.06,0.62,-8.18,-4.47,1.64,-4.95
14.15,-0.06,-0.11,0.08,0.02,0.62,-8.19,-4.99,1.65,-4.95
14.22,-0.12,-0.19,0.04,-0.04,0.61,-8.2,-4.96,1.48,-4.95
14.28,-0.13,-0.36,-0.04,-0.05,0.6,-8.23,-5.28,1.42,-4.99
14.35,-0.05,-0.36,0.05,0.01,0.6,-8.25,-5.01,1.2,-4.99
14.41,-0.11,-0.36,0.05,-0.06,0.59,-8.27,-4.84,1.28,-4.98
14.48,-0.11,-0.17,0.05,-0.04,0.59,-8.28,-4.99,1.26,-4.98
14.55,0.06,-0.32,0.09,0.12,0.59,-8.31,-4.8,1.28,-4.96
14.61,-0.13,-0.21,0.09,-0.05,0.58,-8.32,-5.07,1.2,-4.97
14.67,-0.09,-0.11,0.11,-0.02,0.58,-8.33,-4.76,1.79,-4.95
14.74,-0.13,-0.27,-0.07,-0.05,0.57,-8.34,-5.3,1.81,-4.99
14.81,-0.17,-0.31,0.05,-0.11,0.56,-8.36,-4.91,1.2,-4.99
14.87,0.04,-0.14,-0.06,0.1,0.56,-8.37,-4.74,1.26,-4.96
14.94,-0.1,-0.38,0.02,-0.02,0.55,-8.4,-4.73,1.21,-4.94
15.0,-0.12,-0.02,0.19,-0.02,0.54,-8.4,-4.92,1.32,-4.94
15.07,-0.08,-0.34,-0.01,0.02,0.54,-8.42,-5.05,1.32,-4.95
15.13,-0.11,-0.04,0.06,-0.02,0.53,-8.42,-4.98,1.52,-4.95
15.2,-0.05,-0.08,0.0,0.04,0.53,-8.43,-4.86,1.61,-4.94
15.27,-0.1,-0.47,0.08,-0.0,0.52,-8.46,-4.89,1.2,-4.93
15.33,-0.17,-0.25,0.05,-0.07,0.51,-8.48,-5.56,1.34,-5.01
15.4,-0.18,-0.37,0.08,-0.12,0.5,-8.5,-5.09,1.23,-5.02
15.46,-0.2,-0.27,0.07,-0.15,0.49,-8.52,-5.16,1.73,-5.04
15.53,-0.08,-0.11,-0.02,-0.04,0.48,-8.52,-4.75,1.17,-5.02
15.59,0.05,-0.43,-0.1,0.11,0.48,-8.55,-5.18,1.29,-5.03
15.66,-0.07,-0.25,-0.01,-0.02,0.48,-8.57,-4.62,0.97,-4.98
15.73,-0.18,-0.19,0.08,-0.1,0.47,-8.58,-5.2,1.77,-5.01
15.79,-0.21,-0.23,0.05,-0.15,0.45,-8.6,-5.16,1.49,-5.04
15.86,-0.14,-0.14,0.02,-0.09,0.45,-8.61,-4.74,1.41,-5.01
15.92,-0.11,-0.36,0.05,-0.04,0.44,-8.63,-4.55,1.08,-4.96
15.99,-0.11,-0.04,0.05,0.0,0.43,-8.63,-4.94,1.44,-4.96
16.05,-0.15,-0.24,-0.07,-0.04,0.42,-8.65,-5.04,1.16,-4.97
16.12,-0.08,-0.11,-0.02,0.02,0.42,-8.65,-5.19,1.92,-4.99
16.19,-0.07,-0.22,0.1,0.02,0.41,-8.67,-4.79,1.53,-4.97
16.25,-0.2,-0.12,0.0,-0.09,0.4,-8.68,-5.14,1.59,-4.99
16.32,-0.06,-0.22,0.09,0.03,0.39,-8.69,-4.93,1.5,-4.98
16.38,-0.15,0.03,-0.03,-0.05,0.39,-8.69,-4.86,1.12,-4.97
16.45,-0.05,-0.36,-0.08,0.05,0.38,-8.71,-4.61,1.44,-4.93
16.51,-0.02,-0.4,0.03,0.12,0.38,-8.74,-4.98,1.32,-4.93
16.58,-0.27,-0.15,-0.02,-0.14,0.36,-8.75,-4.68,1.14,-4.91
16.64,-0.03,-0.22,0.04,0.12,0.36,-8.76,-4.97,1.43,-4.91
16.71,-0.05,-0.21,-0.13,0.1,0.36,-8.78,-4.89,1.38,-4.9
16.77,-0.09,-0.51,-0.07,0.05,0.35,-8.81,-5.31,1.49,-4.94
16.84,-0.11,-0.21,-0.01,0.0,0.34,-8.82,-4.62,1.44,-4.91
16.91,-0.09,-0.24,0.11,0.05,0.34,-8.84,-4.86,1.13,-4.9
16.97,-0.08,0.05,-0.13,0.06,0.33,-8.84,-5.1,1.05,-4.92
17.03,-0.1,-0.11,-0.01,0.03,0.33,-8.84,-4.63,1.18,-4.88
17.1,-0.16,-0.33,0.05,-0.01,0.32,-8.86,-4.45,1.44,-4.84
17.17,-0.2,-0.36,-0.02,-0.02,0.3,-8.89,-5.25,1.33,-4.88
17.23,-0.11,-0.44,-0.03,0.04,0.3,-8.92,-4.58,1.21,-4.85
17.3,-0.15,-0.27,-0.12,0.02,0.29,-8.94,-4.92,1.57,-4.85
17.36,-0.08,-0.29,0.05,0.09,0.28,-8.95,-5.04,1.11,-4.87
17.43,-0.14,-0.2,-0.02,0.02,0.27,-8.97,-4.37,1.68,-4.82
17.49,-0.07,-0.18,-0.01,0.12,0.27,-8.98,-4.82,1.8,-4.81
17.56,-0.12,-0.27,0.01,0.07,0.26,-9.0,-4.95,1.94,-4.82
17.62,-0.06,-0.4,0.08,0.12,0.25,-9.02,-4.81,1.65,-4.81
17.69,-0.18,-0.28,0.02,0.01,0.24,-9.04,-4.65,1.58,-4.79
17.75,0.03,-0.24,-0.03,0.22,0.25,-9.06,-4.88,1.72,-4.79
17.82,-0.08,-0.21,-0.09,0.1,0.24,-9.07,-4.71,1.67,-4.78
17.88,0.02,-0.21,-0.02,0.21,0.24,-9.08,-4.65,1.58,-4.75
17.95,-0.1,-0.37,-0.09,0.1,0.23,-9.11,-5.36,1.36,-4.81
18.01,-0.07,0.02,-0.02,0.08,0.23,-9.11,-4.8,0.93,-4.8
18.08,-0.08,-0.24,0.04,0.07,0.22,-9.12,-5.42,1.15,-4.87
18.14,-0.18,-0.27,-0.14,-0.07,0.21,-9.14,-5.09,1.7,-4.89
18.21,-0.13,-0.27,-0.02,-0.04,0.2,-9.16,-4.87,1.6,-4.89
18.28,-0.13,-0.21,0.02,-0.04,0.2,-9.17,-5.12,1.42,-4.92
18.34,-0.04,-0.38,-0.14,0.03,0.19,-9.2,-5.02,1.46,-4.93
18.41,-0.16,-0.14,0.03,-0.1,0.18,-9.21,-5.04,1.2,-4.95
18.47,-0.2,-0.13,0.06,-0.14,0.17,-9.21,-4.96,1.5,-4.96
18.54,-0.04,-0.34,0.1,0.02,0.17,-9.24,-5.12,1.07,-4.97
18.6,-0.11,-0.28,0.02,-0.06,0.16,-9.26,-4.92,0.75,-4.97
18.67,-0.15,-0.1,0.1,-0.1,0.15,-9.26,-4.82,1.7,-4.96
18.74,-0.07,-0.4,0.09,-0.01,0.15,-9.29,-5.03,1.64,-4.97
18.8,-0.14,-0.29,0.07,-0.08,0.14,-9.31,-5.06,1.41,-4.98
18.87,-0.1,-0.15,-0.08,-0.05,0.13,-9.32,-4.92,1.07,-4.98
18.93,-0.19,-0.31,0.06,-0.14,0.12,-9.34,-5.18,1.44,-5.01
19.0,-0.16,-0.05,-0.03,-0.12,0.11,-9.34,-5.24,1.51,-5.04
19.07,-0.11,-0.29,0.01,-0.08,0.1,-9.36,-4.93,1.45,-5.03
19.13,-0.12,-0.46,-0.02,-0.09,0.09,-9.39,-4.44,1.18,-4.97
19.2,-0.15,-0.12,-0.08,-0.08,0.08,-9.4,-4.7,1.23,-4.95
19.27,-0.16,-0.01,-0.02,-0.06,0.07,-9.4,-5.3,1.07,-4.99
19.33,-0.05,-0.32,0.0,0.03,0.07,-9.42,-5.09,1.74,-5.0
19.4,-0.08,-0.1,-0.06,-0.01,0.06,-9.43,-4.64,0.84,-4.96
19.46,-0.13,-0.46,0.06,-0.04,0.05,-9.46,-4.93,1.71,-4.96
19.53,-0.12,-0.32,0.13,-0.03,0.05,-9.48,-4.99,1.17,-4.97
19.59,-0.17,-0.62,-0.05,-0.07,0.04,-9.52,-4.93,1.09,-4.97
19.66,-0.15,-0.22,-0.06,-0.06,0.03,-9.53,-4.73,1.5,-4.94
19.73,-0.17,-0.05,-0.07,-0.05,0.01,-9.54,-4.89,1.61,-4.94
19.8,-0.1,-0.31,0.07,0.02,0.01,-9.56,-4.48,1.05,-4.89
19.86,-0.05,-0.03,0.05,0.1,0.0,-9.56,-4.75,1.57,-4.87
19.92,-0.15,-0.17,0.08,0.01,-0.01,-9.57,-4.88,1.09,-4.87
19.99,-0.04,-0.11,0.09,0.13,-0.01,-9.58,-5.09,1.41,-4.89
20.06,0.03,-0.24,-0.07,0.18,-0.01,-9.59,-4.81,1.49,-4.87
20.12,-0.13,-0.22,0.04,0.02,-0.01,-9.61,-4.83,1.42,-4.86
20.19,-0.15,-0.34,0.05,0.01,-0.02,-9.63,-5.29,1.43,-4.91
20.25,-0.04,-0.44,-0.11,0.08,-0.03,-9.66,-4.97,1.22,-4.91
20.32,-0.22,-0.27,-0.03,-0.11,-0.04,-9.68,-4.92,1.37,-4.92
20.39,-0.14,-0.19,0.04,-0.02,-0.05,-9.69,-5.1,1.5,-4.94
20.45,0.01,-0.17,0.01,0.11,-0.05,-9.7,-4.5,1.84,-4.89
20.52,-0.06,-0.36,0.01,0.07,-0.05,-9.72,-4.84,1.48,-4.88
20.58,-0.15,-0.28,0.05,-0.01,-0.06,-9.74,-4.87,1.57,-4.88
20.65,-0.2,-0.12,-0.12,-0.06,-0.08,-9.75,-4.7,1.04,-4.86
20.72,0.05,-0.15,-0.13,0.2,-0.07,-9.76,-4.41,1.73,-4.8
20.78,-0.06,-0.34,0.01,0.12,-0.08,-9.78,-4.68,1.91,-4.78
20.85,-0.09,-0.22,-0.15,0.1,-0.08,-9.8,-5.13,1.71,-4.81
20.92,-0.05,-0.38,0.05,0.12,-0.09,-9.82,-5.09,1.45,-4.83
20.98,-0.27,-0.31,0.04,-0.12,-0.1,-9.84,-5.05,1.44,-4.86
21.05,-0.1,-0.28,-0.07,0.03,-0.11,-9.86,-4.99,1.49,-4.88
21.12,-0.12,-0.16,0.06,-0.0,-0.12,-9.87,-4.86,1.39,-4.88
21.18,-0.07,-0.36,0.01,0.05,-0.12,-9.9,-4.84,1.55,-4.87
21.25,-0.22,-0.47,-0.08,-0.1,-0.14,-9.93,-4.88,1.6,-4.88
21.32,0.03,-0.2,0.06,0.15,-0.14,-9.94,-5.38,1.38,-4.92
21.38,-0.11,-0.21,-0.06,-0.02,-0.14,-9.95,-4.75,1.38,-4.9
21.45,-0.11,-0.31,-0.17,-0.02,-0.15,-9.98,-4.97,1.34,-4.91
21.52,-0.15,-0.14,0.13,-0.05,-0.16,-9.98,-4.65,1.79,-4.89
21.58,0.01,-0.16,0.02,0.12,-0.16,-10.0,-4.93,1.4,-4.88
21.65,-0.14,-0.23,0.07,-0.03,-0.17,-10.01,-4.9,1.64,-4.89
21.72,-0.11,-0.3,0.04,-0.0,-0.18,-10.03,-4.8,1.56,-4.88
21.78,-0.08,-0.05,-0.03,0.03,-0.18,-10.03,-4.83,1.22,-4.87
21.85,-0.08,-0.23,0.11,0.03,-0.19,-10.05,-4.83,1.78,-4.86
21.92,-0.15,-0.15,-0.03,-0.03,-0.2,-10.06,-4.97,1.24,-4.88
21.99,-0.06,-0.42,-0.07,0.05,-0.2,-10.09,-4.76,1.41,-4.86
22.06,-0.09,-0.12,-0.05,0.03,-0.21,-10.1,-4.93,1.59,-4.87
22.12,-0.02,-0.3,0.18,0.09,-0.21,-10.12,-5.01,1.52,-4.88
22.19,-0.06,-0.12,0.05,0.04,-0.21,-10.12,-5.03,1.54,-4.89
22.26,-0.02,-0.21,0.08,0.07,-0.21,-10.14,-4.66,1.34,-4.86
22.32,-0.05,-0.08,0.21,0.06,-0.22,-10.14,-5.05,1.21,-4.88
22.39,-0.15,-0.32,0.08,-0.06,-0.23,-10.16,-4.55,1.83,-4.85
22.46,-0.02,-0.02,0.2,0.1,-0.23,-10.17,-4.62,1.29,-4.82
22.53,-0.32,-0.31,0.05,-0.18,-0.25,-10.19,-4.94,1.61,-4.84
22.59,0.01,-0.5,0.08,0.14,-0.25,-10.22,-4.67,1.81,-4.81
22.66,0.03,-0.26,0.11,0.17,-0.25,-10.24,-5.19,1.35,-4.85
22.72,-0.07,-0.28,0.07,0.04,-0.25,-10.26,-4.55,1.75,-4.81
22.79,0.05,-0.33,0.08,0.18,-0.25,-10.28,-4.97,1.36,-4.82
22.86,-0.09,-0.24,-0.07,0.03,-0.26,-10.29,-4.86,1.33,-4.82
22.92,0.01,-0.26,0.02,0.12,-0.26,-10.31,-4.78,1.6,-4.81
22.99,-0.13,-0.11,-0.1,-0.01,-0.26,-10.32,-5.05,1.45,-4.84
23.06,-0.02,-0.31,-0.15,0.08,-0.27,-10.34,-4.6,1.61,-4.81
23.13,0.02,-0.02,0.03,0.14,-0.26,-10.34,-5.02,1.25,-4.82
23.19,-0.21,-0.18,0.05,-0.11,-0.28,-10.35,-4.82,1.55,-4.83
23.26,0.03,-0.34,-0.19,0.13,-0.28,-10.38,-4.38,1.18,-4.77
23.33,-0.12,-0.37,0.01,0.01,-0.28,-10.4,-4.88,1.22,-4.78
23.39,-0.14,-0.21,-0.08,-0.01,-0.29,-10.41,-4.83,1.24,-4.79
23.46,0.01,-0.1,0.06,0.13,-0.29,-10.42,-4.87,1.63,-4.79
23.53,-0.14,-0.28,-0.02,-0.02,-0.3,-10.44,-4.98,1.7,-4.81
23.6,-0.05,-0.45,-0.07,0.05,-0.3,-10.47,-5.22,1.3,-4.85
23.67,-0.1,-0.34,-0.08,-0.03,-0.31,-10.49,-4.49,1.15,-4.81
23.73,-0.11,-0.13,0.02,-0.02,-0.32,-10.5,-5.06,1.69,-4.84
23.8,-0.12,0.06,-0.04,-0.04,-0.33,-10.5,-5.06,1.63,-4.87
23.87,-0.26,-0.21,0.02,-0.2,-0.34,-10.51,-4.7,1.37,-4.86
23.94,-0.13,-0.14,0.18,-0.05,-0.35,-10.52,-4.47,1.79,-4.82
24.01,-0.04,-0.36,0.09,0.07,-0.36,-10.55,-4.94,1.62,-4.83
24.07,-0.08,-0.05,-0.03,0.01,-0.36,-10.55,-4.65,1.52,-4.81
24.14,-0.18,-0.11,0.04,-0.07,-0.37,-10.56,-5.14,1.57,-4.85
