Tiempo,GiroX,GiroY,GiroZ,KalmanGiroY,GiroXAngle,GiroYAngle,Pitch,Roll,KalmanPitch
3.7,-0.19,-0.11,0.05,-0.06,0.72,-1.07,-0.03,1.25,0.11
3.77,-0.13,-0.37,-0.12,-0.01,0.72,-1.09,0.19,1.32,0.12
3.83,0.15,-0.14,-0.17,0.28,0.73,-1.1,-0.09,1.35,0.11
3.89,-0.04,-0.16,-0.11,0.07,0.72,-1.11,0.21,1.16,0.13
3.95,0.15,-0.04,0.02,0.26,0.73,-1.11,0.42,1.2,0.17
4.01,-0.11,-0.28,-0.11,0.03,0.73,-1.13,0.06,1.75,0.16
4.08,-0.09,0.0,-0.15,0.04,0.72,-1.13,-0.11,1.25,0.14
4.14,-0.07,-0.27,-0.11,0.04,0.72,-1.15,0.11,0.93,0.14
4.2,0.05,-0.33,-0.13,0.15,0.72,-1.17,0.1,1.36,0.14
4.26,0.08,-0.18,-0.18,0.18,0.72,-1.18,0.2,0.87,0.16
4.32,-0.08,-0.27,-0.16,0.02,0.72,-1.19,0.42,1.3,0.19
4.39,-0.13,-0.27,-0.12,-0.0,0.71,-1.21,-0.08,1.6,0.16
4.45,-0.07,-0.01,-0.18,0.04,0.71,-1.21,0.2,1.38,0.16
4.51,-0.15,-0.06,-0.16,-0.04,0.7,-1.22,0.08,1.55,0.15
4.58,-0.03,-0.32,-0.22,0.07,0.69,-1.24,0.05,1.43,0.15
4.64,0.03,-0.14,-0.14,0.13,0.7,-1.24,0.29,1.26,0.17
4.7,0.02,-0.31,-0.15,0.12,0.7,-1.26,0.17,0.82,0.17
4.76,-0.02,0.02,-0.08,0.08,0.7,-1.26,-0.12,1.69,0.15
4.83,-0.1,0.05,-0.19,-0.02,0.69,-1.26,-0.02,1.0,0.13
4.89,0.1,-0.11,-0.17,0.17,0.7,-1.27,-0.15,0.96,0.11
4.95,-0.04,-0.08,-0.17,0.01,0.69,-1.27,0.06,1.49,0.11
5.01,-0.09,-0.23,-0.08,-0.05,0.69,-1.29,0.03,0.82,0.1
5.08,-0.2,-0.35,0.05,-0.16,0.68,-1.31,0.06,1.25,0.08
5.14,-0.02,-0.31,-0.17,0.02,0.67,-1.33,0.42,1.33,0.12
5.2,-0.15,-0.15,-0.02,-0.08,0.67,-1.34,-0.2,1.04,0.08
5.27,-0.21,-0.1,-0.18,-0.17,0.65,-1.34,0.06,1.13,0.07
5.33,-0.15,-0.07,-0.13,-0.11,0.64,-1.35,-0.12,1.19,0.04
5.4,0.0,-0.42,0.01,0.02,0.64,-1.37,-0.21,1.51,0.02
5.46,-0.21,-0.07,-0.01,-0.21,0.63,-1.38,0.15,1.07,0.02
5.52,-0.08,-0.23,-0.13,-0.07,0.62,-1.39,-0.07,1.27,0.01
5.58,0.11,-0.39,-0.05,0.12,0.63,-1.42,0.21,1.28,0.04
5.65,-0.13,0.08,-0.12,-0.11,0.62,-1.41,-0.18,0.97,0.01
5.71,0.04,-0.08,-0.18,0.05,0.63,-1.42,-0.18,1.04,-0.01
5.77,0.0,-0.08,-0.23,-0.01,0.63,-1.42,0.07,0.95,-0.0
5.84,-0.08,-0.17,-0.09,-0.08,0.62,-1.43,-0.05,1.39,-0.01
5.9,-0.1,-0.14,-0.31,-0.1,0.61,-1.44,0.25,1.54,0.01
5.97,-0.02,-0.2,-0.05,-0.01,0.61,-1.46,0.18,1.69,0.03
6.03,-0.02,-0.07,-0.18,0.01,0.61,-1.46,0.53,1.2,0.08
6.09,-0.03,0.03,-0.1,0.04,0.61,-1.46,0.27,1.53,0.1
6.15,-0.05,-0.27,-0.2,0.03,0.61,-1.47,0.18,0.86,0.11
6.22,-0.04,-0.18,-0.11,0.05,0.6,-1.49,0.32,1.18,0.14
6.28,-0.04,0.02,-0.27,0.06,0.6,-1.48,0.48,0.76,0.18
6.34,-0.17,-0.1,-0.31,-0.04,0.59,-1.49,0.46,1.45,0.2
6.4,-0.11,-0.24,0.03,0.04,0.58,-1.51,-0.12,1.5,0.17
6.47,-0.13,-0.24,-0.18,-0.0,0.58,-1.52,-0.01,1.24,0.15
6.53,-0.24,-0.27,-0.05,-0.12,0.56,-1.54,0.12,1.23,0.14
6.59,-0.08,-0.32,-0.15,0.03,0.56,-1.56,0.33,1.09,0.16
6.66,-0.02,-0.14,-0.2,0.1,0.55,-1.57,0.29,1.43,0.18
6.72,-0.08,-0.14,-0.12,0.06,0.55,-1.58,0.42,1.35,0.21
6.78,-0.17,-0.17,-0.08,-0.02,0.54,-1.59,0.03,1.28,0.19
6.85,-0.02,-0.13,-0.06,0.11,0.54,-1.59,0.42,0.93,0.22
6.91,-0.1,-0.13,-0.08,0.05,0.53,-1.6,0.19,1.09,0.22
6.97,-0.03,-0.17,-0.11,0.12,0.53,-1.61,-0.27,1.37,0.18
7.03,0.08,-0.29,0.02,0.19,0.53,-1.63,0.08,1.1,0.18
7.09,0.0,-0.25,-0.27,0.11,0.53,-1.65,0.2,1.05,0.19
7.16,0.04,-0.13,-0.34,0.14,0.54,-1.65,-0.27,1.42,0.15
7.22,-0.14,-0.38,-0.15,-0.07,0.53,-1.68,0.21,1.31,0.15
7.28,-0.05,-0.08,-0.24,0.03,0.53,-1.68,0.15,1.22,0.15
7.34,-0.06,-0.24,-0.05,0.02,0.52,-1.7,0.39,1.36,0.18
7.41,-0.06,-0.32,-0.23,0.03,0.52,-1.72,0.0,1.25,0.16
7.47,-0.05,-0.11,-0.08,0.03,0.51,-1.72,0.39,1.26,0.19
7.53,-0.02,-0.25,-0.03,0.08,0.51,-1.74,0.09,1.57,0.18
7.59,-0.05,-0.11,0.1,0.05,0.51,-1.75,0.18,0.96,0.18
7.66,-0.04,-0.27,-0.21,0.05,0.51,-1.76,0.11,1.1,0.18
7.72,-0.14,-0.24,-0.18,-0.05,0.5,-1.78,-0.27,1.19,0.13
7.78,-0.06,-0.05,-0.05,-0.01,0.5,-1.78,0.49,1.29,0.17
7.85,-0.12,-0.3,-0.15,-0.04,0.49,-1.8,0.09,1.46,0.16
7.91,-0.15,-0.06,-0.18,-0.08,0.48,-1.81,0.11,1.34,0.15
7.97,-0.08,-0.29,-0.02,-0.01,0.47,-1.82,0.07,1.13,0.14
8.04,-0.1,-0.18,-0.1,-0.03,0.47,-1.84,-0.25,1.23,0.1
8.1,0.0,-0.06,-0.15,0.04,0.47,-1.84,0.21,1.26,0.11
8.16,-0.08,-0.09,0.0,-0.04,0.46,-1.84,-0.18,1.38,0.08
8.23,-0.01,-0.32,-0.11,0.02,0.46,-1.87,0.08,1.1,0.08
8.29,-0.1,-0.14,-0.08,-0.08,0.45,-1.87,0.15,1.7,0.08
8.35,-0.09,-0.08,-0.27,-0.06,0.45,-1.88,-0.11,1.4,0.06
8.42,-0.12,-0.28,-0.11,-0.11,0.44,-1.9,0.21,0.96,0.07
8.48,0.05,-0.2,-0.15,0.07,0.44,-1.91,0.26,1.1,0.09
8.54,0.01,-0.23,-0.05,0.05,0.44,-1.92,0.12,1.41,0.1
8.6,0.16,-0.3,-0.22,0.2,0.45,-1.94,0.1,1.09,0.11
8.66,-0.23,-0.29,-0.27,-0.19,0.44,-1.96,0.1,1.23,0.1
8.73,-0.12,-0.2,0.1,-0.08,0.43,-1.97,-0.09,1.1,0.07
8.79,-0.16,-0.44,-0.07,-0.13,0.42,-2.0,0.45,1.59,0.11
8.85,-0.15,-0.13,-0.18,-0.09,0.41,-2.01,-0.08,1.65,0.08
8.92,-0.19,-0.46,0.05,-0.15,0.4,-2.04,-0.24,1.04,0.04
8.98,-0.08,-0.15,-0.12,-0.06,0.4,-2.05,-0.41,1.08,-0.01
9.05,-0.12,-0.1,0.01,-0.13,0.39,-2.05,0.02,1.24,-0.01
9.11,-0.11,0.02,-0.12,-0.12,0.38,-2.05,0.09,1.18,-0.01
9.18,0.06,-0.45,-0.02,0.06,0.38,-2.08,0.11,1.29,0.01
9.24,-0.12,-0.24,-0.1,-0.11,0.38,-2.1,0.39,1.37,0.04
9.3,-0.09,-0.21,-0.15,-0.05,0.37,-2.11,0.08,1.08,0.04
9.36,0.02,-0.43,-0.16,0.06,0.37,-2.14,0.27,0.97,0.07
9.43,-0.01,-0.23,-0.17,0.05,0.37,-2.15,0.27,1.14,0.09
9.49,-0.09,-0.21,-0.19,-0.02,0.37,-2.16,-0.18,1.12,0.06
9.55,0.08,-0.39,-0.17,0.14,0.37,-2.19,-0.02,1.59,0.06
9.62,0.06,-0.2,-0.03,0.11,0.38,-2.2,-0.17,1.54,0.04
9.68,0.18,-0.92,-0.15,0.21,0.39,-2.26,-0.96,1.59,-0.05
9.74,-0.06,0.47,-0.25,-0.11,0.38,-2.23,-0.2,2.73,-0.07
9.81,-0.08,-0.41,-0.15,-0.14,0.38,-2.26,-0.13,1.17,-0.09
9.87,0.05,-0.22,-0.19,-0.01,0.38,-2.27,-0.17,1.73,-0.09
9.94,-0.14,-0.34,0.1,-0.21,0.37,-2.29,0.25,1.27,-0.07
10.0,0.0,-0.31,-0.08,-0.04,0.37,-2.31,0.51,1.25,-0.01
10.06,-0.11,-0.09,-0.24,-0.11,0.37,-2.32,0.0,0.99,-0.02
10.13,-0.04,-0.22,-0.23,-0.04,0.36,-2.33,-0.05,1.26,-0.02
10.2,-0.15,-0.11,0.04,-0.14,0.35,-2.34,0.11,1.21,-0.02
10.26,-0.08,-0.31,-0.1,-0.07,0.35,-2.36,0.47,1.18,0.03
10.33,0.04,-0.26,-0.25,0.09,0.35,-2.38,-0.18,1.15,0.01
10.39,0.02,-0.07,-0.05,0.06,0.35,-2.38,-0.17,1.14,-0.0
10.45,0.02,-0.27,-0.21,0.04,0.35,-2.4,0.37,0.0,0.04
10.52,0.07,-0.09,-0.25,0.12,0.36,-2.4,0.0,1.27,0.04
10.58,-0.02,0.02,0.01,0.02,0.36,-2.4,0.19,1.05,0.06
10.64,-0.08,-0.32,-0.11,-0.02,0.35,-2.42,0.18,0.98,0.07
10.7,-0.34,0.59,-0.14,-0.27,0.33,-2.38,0.63,0.82,0.11
10.77,-0.1,-0.22,0.03,0.01,0.32,-2.4,0.99,1.23,0.21
10.83,0.0,-0.18,-0.15,0.17,0.32,-2.41,0.31,1.3,0.23
10.89,0.07,-0.21,-0.08,0.25,0.33,-2.42,0.22,1.17,0.24
10.96,-0.04,-0.27,-0.24,0.14,0.33,-2.44,0.12,1.22,0.24
11.02,-0.1,-0.01,-0.23,0.07,0.32,-2.44,-0.11,1.1,0.2
11.08,-0.03,-0.02,-0.25,0.11,0.32,-2.44,0.45,1.46,0.24
11.15,0.09,-0.11,-0.25,0.25,0.32,-2.45,0.12,1.16,0.24
11.21,-0.08,-0.18,-0.16,0.07,0.32,-2.46,-0.06,1.46,0.21
11.27,-0.04,-0.16,-0.18,0.09,0.32,-2.47,-0.5,1.27,0.14
11.34,-0.06,-0.37,-0.05,0.01,0.31,-2.5,-0.12,1.39,0.12
11.4,-0.05,-0.34,-0.1,0.0,0.31,-2.52,0.45,1.33,0.15
11.47,-0.03,0.05,-0.14,0.05,0.31,-2.51,-0.54,1.35,0.08
11.53,-0.07,-0.24,-0.22,-0.04,0.3,-2.53,0.29,1.12,0.1
11.6,-0.23,-0.29,-0.22,-0.18,0.29,-2.55,0.04,1.18,0.08
11.66,-0.02,0.12,-0.08,0.02,0.29,-2.54,0.03,1.11,0.08
11.72,-0.01,-0.47,-0.12,0.03,0.29,-2.57,0.35,1.39,0.11
11.79,-0.17,-0.28,-0.18,-0.11,0.27,-2.59,-0.43,1.76,0.05
11.85,-0.02,-0.7,0.02,-0.01,0.27,-2.63,0.43,1.41,0.09
11.92,-0.18,-0.09,-0.06,-0.14,0.26,-2.64,0.0,1.6,0.07
11.98,-0.2,-0.27,-0.13,-0.16,0.25,-2.66,0.15,1.46,0.07
12.04,0.01,-0.28,-0.13,0.05,0.25,-2.68,-0.06,1.3,0.06
12.11,0.01,-0.28,-0.04,0.04,0.25,-2.69,0.63,1.17,0.12
12.17,-0.11,0.02,-0.13,-0.04,0.24,-2.69,0.18,1.55,0.13
12.23,-0.14,-0.05,-0.28,-0.05,0.23,-2.7,-0.47,1.1,0.06
12.3,-0.1,-0.11,-0.19,-0.06,0.23,-2.7,0.32,1.55,0.08
12.36,0.05,-0.18,-0.2,0.11,0.23,-2.71,0.2,1.48,0.1
12.43,-0.13,-0.16,-0.11,-0.06,0.22,-2.72,0.14,1.32,0.1
12.49,-0.17,0.24,-0.03,-0.1,0.21,-2.71,0.53,1.38,0.14
12.56,0.0,-0.31,0.02,0.1,0.21,-2.73,0.13,1.09,0.15
12.62,-0.18,-0.08,-0.15,-0.07,0.2,-2.73,-0.15,1.41,0.11
12.68,0.08,-0.31,-0.06,0.16,0.21,-2.75,0.05,1.47,0.11
12.75,-0.02,-0.39,-0.18,0.06,0.21,-2.78,0.06,0.74,0.11
12.81,-0.05,-0.24,-0.08,0.02,0.2,-2.79,0.05,0.96,0.11
12.87,0.05,-0.31,-0.1,0.12,0.21,-2.81,-0.03,1.13,0.1
12.94,-0.12,-0.09,0.04,-0.07,0.2,-2.82,-0.05,1.18,0.08
13.0,0.0,-0.21,-0.11,0.04,0.2,-2.83,0.36,1.28,0.11
13.06,-0.26,-0.08,-0.08,-0.19,0.18,-2.84,0.08,1.33,0.1
13.13,0.09,-0.25,0.06,0.15,0.19,-2.85,-0.07,0.9,0.09
13.19,-0.04,-0.17,-0.19,0.01,0.19,-2.86,0.0,1.17,0.08
13.25,0.0,-0.27,-0.1,0.04,0.19,-2.88,0.62,1.83,0.14
13.32,-0.08,-0.07,-0.06,0.01,0.18,-2.89,0.15,1.31,0.14
13.38,-0.12,-0.1,-0.02,-0.04,0.17,-2.89,0.33,1.0,0.16
13.44,-0.17,-0.15,-0.13,-0.07,0.16,-2.9,0.44,1.08,0.18
13.51,-0.05,-0.06,-0.07,0.07,0.16,-2.91,-0.19,1.47,0.15
13.57,-0.21,-0.18,-0.1,-0.12,0.15,-2.92,0.56,1.22,0.18
13.64,-0.09,0.01,-0.11,0.03,0.14,-2.92,0.15,1.19,0.18
13.7,-0.06,-0.17,-0.11,0.06,0.14,-2.93,0.21,1.27,0.19
13.76,0.02,-0.13,-0.05,0.14,0.14,-2.94,0.4,1.38,0.22
13.83,-0.05,-0.15,-0.03,0.09,0.13,-2.94,0.09,1.5,0.21
13.89,0.03,-0.22,-0.1,0.16,0.14,-2.96,0.18,1.21,0.22
13.95,0.05,-0.05,-0.13,0.18,0.14,-2.96,0.36,1.12,0.24
14.02,-0.03,-0.02,-0.25,0.1,0.14,-2.96,0.24,1.12,0.25
14.08,0.03,-0.31,-0.1,0.16,0.14,-2.98,-0.02,0.98,0.23
14.14,-0.15,-0.29,-0.21,-0.04,0.13,-3.0,0.02,1.16,0.2
14.21,0.11,-0.26,-0.23,0.2,0.14,-3.02,0.0,0.76,0.2
14.27,0.11,-0.08,0.07,0.19,0.14,-3.02,0.04,0.99,0.19
14.33,-0.21,-0.28,-0.16,-0.14,0.13,-3.04,0.14,1.07,0.18
14.4,0.01,-0.18,-0.08,0.07,0.13,-3.05,0.15,0.95,0.18
14.46,0.1,-0.19,0.0,0.16,0.14,-3.06,0.38,1.58,0.21
14.52,-0.09,-0.37,0.06,-0.01,0.13,-3.09,0.14,1.26,0.2
14.58,-0.15,-0.02,-0.13,-0.07,0.12,-3.09,0.32,1.37,0.21
14.65,0.05,-0.37,-0.13,0.13,0.13,-3.11,-0.24,1.51,0.17
14.71,-0.03,-0.26,-0.16,0.02,0.12,-3.13,0.15,1.59,0.17
14.78,-0.01,-0.18,-0.19,0.04,0.12,-3.14,-0.53,1.42,0.1
14.84,-0.16,0.02,-0.25,-0.17,0.11,-3.14,0.03,1.17,0.08
14.9,-0.07,-0.22,-0.16,-0.08,0.11,-3.15,0.11,1.01,0.08
14.97,-0.07,-0.16,0.04,-0.08,0.1,-3.16,0.03,1.11,0.07
15.03,-0.04,-0.23,-0.3,-0.05,0.1,-3.18,0.05,1.01,0.06
15.1,-0.18,0.12,-0.11,-0.19,0.09,-3.17,0.23,1.03,0.07
15.16,-0.18,-0.15,-0.13,-0.18,0.08,-3.18,0.21,1.4,0.07
15.22,-0.09,-0.26,-0.18,-0.08,0.07,-3.19,0.23,1.25,0.09
15.29,-0.15,-0.35,-0.14,-0.13,0.06,-3.22,-0.14,1.67,0.05
15.35,-0.01,-0.11,-0.12,-0.0,0.06,-3.22,0.27,1.45,0.08
15.42,-0.04,-0.38,-0.15,-0.01,0.06,-3.25,0.39,1.52,0.11
15.48,-0.19,-0.28,-0.18,-0.14,0.05,-3.27,0.29,1.47,0.12
15.55,-0.06,-0.08,-0.21,0.0,0.04,-3.27,0.0,1.39,0.11
15.61,0.02,-0.3,-0.28,0.08,0.04,-3.29,0.12,1.53,0.11
15.67,-0.02,0.05,-0.06,0.04,0.04,-3.29,0.2,0.92,0.12
15.74,0.02,-0.25,-0.09,0.07,0.04,-3.3,0.29,1.43,0.15
15.8,-0.18,-0.15,-0.2,-0.1,0.03,-3.31,-0.11,0.92,0.11
15.87,-0.08,-0.09,0.02,-0.02,0.03,-3.32,0.04,1.23,0.1
15.93,-0.09,-0.06,-0.05,-0.04,0.02,-3.32,0.04,1.14,0.1
15.99,-0.08,-0.06,-0.17,-0.03,0.02,-3.33,-0.3,1.16,0.05
16.06,-0.05,-0.15,-0.16,-0.04,0.01,-3.34,-0.02,0.62,0.04
16.12,-0.05,-0.2,-0.03,-0.04,0.01,-3.35,0.24,1.51,0.06
16.19,-0.09,-0.03,-0.24,-0.07,0.01,-3.35,-0.07,1.29,0.04
16.25,0.04,-0.31,-0.21,0.05,0.01,-3.37,-0.08,1.33,0.03
16.32,-0.08,-0.16,-0.05,-0.08,0.0,-3.38,0.0,1.47,0.03
16.38,0.0,-0.16,-0.12,0.0,0.0,-3.39,0.09,1.39,0.03
16.45,-0.08,-0.13,-0.15,-0.07,-0.0,-3.4,0.12,1.3,0.04
16.51,-0.12,-0.37,-0.19,-0.11,-0.01,-3.42,-0.12,1.22,0.01
16.58,-0.09,-0.1,-0.13,-0.09,-0.02,-3.43,0.47,1.22,0.06
16.64,-0.06,-0.21,-0.25,-0.02,-0.02,-3.44,0.32,1.52,0.08
16.71,-0.1,-0.26,0.01,-0.04,-0.03,-3.46,-0.15,1.12,0.06
16.77,-0.16,-0.08,-0.11,-0.12,-0.04,-3.47,-0.14,1.88,0.03
16.84,-0.04,-0.24,-0.15,-0.01,-0.04,-3.48,-0.12,0.95,0.01
16.91,-0.05,0.02,0.02,-0.04,-0.04,-3.48,0.12,1.29,0.02
16.97,0.02,-0.23,-0.13,0.05,-0.04,-3.5,0.14,0.79,0.04
17.04,0.04,-0.2,-0.03,0.07,-0.04,-3.51,0.0,0.85,0.04
17.1,-0.15,-0.21,-0.08,-0.12,-0.05,-3.52,-0.06,1.32,0.02
17.17,-0.11,-0.32,-0.08,-0.09,-0.06,-3.54,0.26,1.29,0.04
17.23,-0.05,-0.23,-0.18,-0.01,-0.06,-3.56,-0.26,1.41,0.01
17.3,-0.07,-0.07,-0.04,-0.05,-0.06,-3.56,0.18,1.36,0.02
17.36,-0.19,-0.24,-0.21,-0.16,-0.08,-3.58,0.16,1.05,0.03
17.43,-0.11,-0.29,-0.18,-0.06,-0.08,-3.6,0.53,0.86,0.08
17.49,0.08,-0.21,-0.09,0.17,-0.08,-3.61,0.09,1.17,0.09
17.56,-0.02,-0.11,-0.21,0.07,-0.08,-3.62,0.21,0.98,0.11
17.62,-0.15,-0.28,-0.04,-0.06,-0.09,-3.64,0.08,0.97,0.1
17.69,-0.1,-0.21,-0.12,-0.01,-0.1,-3.65,0.21,1.61,0.11
17.75,-0.09,-0.26,-0.13,0.01,-0.1,-3.67,0.24,1.06,0.12
17.82,0.09,-0.12,-0.12,0.2,-0.1,-3.68,0.0,1.12,0.12
17.88,-0.02,-0.38,-0.05,0.08,-0.1,-3.7,-0.24,0.86,0.09
17.95,0.05,-0.18,-0.21,0.11,-0.09,-3.71,0.32,1.06,0.12
18.01,0.02,-0.05,-0.15,0.11,-0.09,-3.72,-0.09,0.57,0.1
18.08,-0.08,-0.2,-0.01,-0.02,-0.1,-3.73,-0.06,0.83,0.08
18.14,0.05,-0.16,-0.3,0.11,-0.09,-3.74,0.0,1.05,0.08
18.21,-0.02,-0.27,-0.24,0.03,-0.1,-3.76,0.3,1.28,0.11
18.27,0.03,-0.28,-0.18,0.1,-0.09,-3.78,-0.16,1.05,0.08
18.34,-0.06,-0.1,-0.14,-0.02,-0.1,-3.78,-0.06,1.16,0.07
18.4,-0.05,-0.31,-0.12,-0.01,-0.1,-3.8,0.17,1.42,0.08
18.47,-0.05,-0.03,-0.15,-0.0,-0.1,-3.8,-0.2,1.21,0.05
18.53,-0.15,-0.27,-0.15,-0.13,-0.11,-3.82,-0.03,0.91,0.03
18.6,-0.05,-0.1,-0.14,-0.03,-0.12,-3.83,-0.23,1.17,0.0
18.67,0.02,-0.21,-0.11,0.01,-0.12,-3.84,0.11,1.65,0.01
18.73,0.07,-0.32,-0.05,0.07,-0.11,-3.86,0.14,1.73,0.03
18.8,0.0,-0.26,-0.06,0.01,-0.11,-3.88,-0.03,0.72,0.03
18.86,-0.11,-0.18,-0.29,-0.11,-0.12,-3.89,-0.14,1.0,0.0
18.93,-0.12,-0.15,-0.15,-0.13,-0.13,-3.9,0.28,1.28,0.02
18.99,-0.1,-0.08,-0.09,-0.08,-0.13,-3.91,0.5,1.35,0.07
19.06,-0.1,-0.1,-0.02,-0.04,-0.14,-3.91,-0.19,1.21,0.04
19.12,0.11,-0.31,-0.14,0.15,-0.13,-3.93,0.03,2.27,0.05
19.19,-0.07,-0.22,-0.18,-0.04,-0.14,-3.95,0.2,1.26,0.06
19.25,-0.14,-0.37,-0.19,-0.09,-0.15,-3.97,0.06,0.8,0.06
19.32,-0.14,0.1,-0.15,-0.09,-0.15,-3.97,0.15,1.35,0.06
19.38,-0.05,-0.18,-0.22,0.01,-0.16,-3.98,0.27,1.57,0.08
19.45,-0.09,-0.21,-0.15,-0.02,-0.16,-3.99,-0.03,1.13,0.07
19.52,0.1,-0.37,-0.18,0.16,-0.16,-4.02,-0.12,1.26,0.06
19.58,-0.01,-0.15,-0.13,0.04,-0.16,-4.03,0.16,1.52,0.07
19.65,-0.18,-0.06,-0.1,-0.12,-0.17,-4.03,-0.08,1.34,0.05
19.71,-0.12,-0.15,-0.24,-0.08,-0.18,-4.04,-0.06,1.43,0.03
19.78,0.01,-0.24,-0.27,0.04,-0.18,-4.06,0.11,1.38,0.04
19.84,0.06,-0.2,-0.32,0.1,-0.17,-4.07,-0.4,1.06,0.0
19.91,-0.05,-0.27,-0.18,-0.05,-0.18,-4.09,-0.18,1.19,-0.02
19.97,-0.08,-0.25,-0.18,-0.09,-0.18,-4.1,-0.06,1.22,-0.03
20.04,0.02,-0.19,-0.15,0.01,-0.18,-4.12,0.38,1.24,0.01
20.11,-0.25,-0.23,-0.05,-0.23,-0.2,-4.13,0.39,1.24,0.04
20.17,-0.14,-0.34,0.1,-0.09,-0.2,-4.15,0.06,1.36,0.04
20.24,-0.21,-0.14,-0.11,-0.16,-0.22,-4.16,0.48,1.22,0.08
20.3,-0.11,-0.25,-0.08,-0.03,-0.23,-4.18,-0.12,1.14,0.05
20.37,-0.18,-0.31,-0.12,-0.11,-0.24,-4.2,-0.11,1.31,0.03
20.44,-0.09,-0.15,0.1,-0.03,-0.24,-4.21,0.09,1.52,0.03
20.5,-0.1,-0.21,-0.04,-0.03,-0.25,-4.22,-0.2,1.29,0.01
