Tiempo,GiroX,GiroY,GiroZ,KalmanGiroY,GiroXAngle,GiroYAngle,Pitch,Roll,KalmanPitch,DMPYaw,DMPPitch,DMPRoll
10.92,0.0,0.01,0.0,0.03,1.48,1.69,1.89,1.4,1.85,-52.85,1.47,3.96
11.0,-0.01,-0.02,-0.01,0.03,1.48,1.69,1.88,1.72,1.86,-52.82,1.46,3.96
11.09,-0.02,0.0,0.0,-0.0,1.48,1.69,1.81,1.46,1.83,-51.8,1.46,3.95
11.17,0.0,-0.01,0.0,0.01,1.48,1.69,1.83,1.47,1.83,-51.76,1.47,3.95
11.25,-0.01,0.01,-0.01,0.0,1.48,1.69,1.65,1.43,1.81,-51.73,1.47,3.95
11.34,-0.01,-0.01,0.0,-0.01,1.48,1.69,1.59,1.57,1.79,-51.69,1.47,3.95
11.43,0.01,-0.01,0.01,0.03,1.48,1.69,1.91,1.44,1.85,-50.68,1.47,3.96
11.51,-0.02,0.0,0.0,0.01,1.48,1.69,1.78,1.46,1.84,-50.65,1.47,3.96
11.59,0.0,-0.02,-0.01,0.02,1.48,1.69,1.8,1.54,1.84,-50.62,1.46,3.95
11.67,-0.01,0.0,0.0,0.01,1.48,1.69,1.79,1.64,1.84,-50.58,1.47,3.95
11.77,0.0,0.0,-0.01,0.02,1.48,1.69,1.89,1.66,1.85,-49.56,1.47,3.95
11.85,0.0,-0.01,0.0,0.03,1.48,1.69,2.04,1.49,1.87,-49.53,1.47,3.94
11.93,0.0,-0.01,0.0,0.04,1.48,1.69,1.68,1.43,1.85,-49.49,1.47,3.95
12.01,-0.01,-0.01,0.0,0.02,1.48,1.69,1.91,1.54,1.86,-49.46,1.47,3.95
12.1,0.0,0.0,0.0,0.03,1.48,1.69,1.72,1.33,1.85,-48.48,1.48,3.94
12.18,-0.01,0.0,-0.01,0.01,1.48,1.69,1.83,1.49,1.85,-48.45,1.48,3.94
12.26,-0.02,0.0,0.0,0.0,1.47,1.69,1.92,1.53,1.86,-48.41,1.47,3.95
12.34,0.0,0.0,0.0,0.02,1.47,1.69,1.71,1.48,1.85,-48.38,1.48,3.95
12.43,-0.01,-0.01,-0.01,-0.01,1.47,1.69,1.71,1.45,1.82,-47.4,1.48,3.94
12.51,0.0,0.0,-0.01,-0.01,1.47,1.69,1.94,1.42,1.83,-47.36,1.49,3.94
12.59,0.0,-0.02,0.0,0.0,1.47,1.69,1.89,1.67,1.84,-47.34,1.48,3.94
12.68,-0.01,0.0,0.0,-0.0,1.47,1.69,1.77,1.35,1.83,-47.3,1.48,3.94
12.77,0.0,-0.02,0.01,0.0,1.47,1.68,1.79,1.49,1.83,-46.28,1.48,3.94
12.85,0.0,-0.01,0.0,-0.0,1.47,1.68,1.76,1.4,1.82,-46.25,1.48,3.94
12.93,-0.01,0.0,0.0,-0.01,1.47,1.68,1.59,1.48,1.8,-46.22,1.48,3.93
13.01,0.0,0.0,0.0,-0.02,1.47,1.68,1.75,1.47,1.79,-46.18,1.48,3.93
13.11,-0.01,-0.01,0.0,0.0,1.47,1.68,1.77,1.55,1.83,-45.17,1.48,3.93
13.19,-0.02,-0.03,-0.01,-0.01,1.47,1.68,2.02,1.45,1.84,-45.13,1.49,3.93
13.27,0.0,0.02,0.0,0.02,1.47,1.68,1.63,1.5,1.83,-45.11,1.49,3.93
13.36,-0.02,-0.02,0.0,-0.01,1.47,1.68,1.63,1.47,1.81,-45.07,1.49,3.93
13.45,0.0,0.0,-0.01,-0.04,1.47,1.68,1.9,1.51,1.78,-44.05,1.49,3.92
13.53,-0.01,-0.02,0.0,-0.04,1.47,1.68,1.92,1.45,1.78,-44.02,1.49,3.92
13.61,0.0,0.0,-0.01,-0.03,1.47,1.68,1.91,1.56,1.79,-43.99,1.49,3.92
13.69,-0.01,-0.01,0.0,-0.03,1.47,1.68,1.73,1.56,1.78,-43.95,1.49,3.92
13.79,0.0,-0.01,0.0,-0.0,1.47,1.68,1.83,1.62,1.81,-42.93,1.49,3.93
13.87,-0.01,-0.01,-0.01,-0.01,1.47,1.68,1.88,1.45,1.81,-42.9,1.49,3.92
13.95,0.0,0.0,-0.02,0.0,1.47,1.68,1.73,1.61,1.81,-42.87,1.49,3.92
14.03,-0.01,-0.01,0.0,-0.01,1.47,1.68,1.88,1.46,1.81,-42.83,1.48,3.93
14.13,0.01,0.0,-0.01,0.02,1.47,1.68,1.92,1.51,1.84,-41.82,1.5,3.94
14.21,-0.02,-0.01,-0.01,0.0,1.47,1.68,1.69,1.46,1.82,-41.79,1.49,3.93
14.29,0.0,0.01,-0.01,0.01,1.47,1.68,1.65,1.62,1.81,-41.76,1.49,3.93
14.37,-0.01,0.0,0.01,-0.01,1.46,1.68,1.84,1.58,1.81,-41.72,1.49,3.94
14.46,-0.01,-0.01,0.0,-0.03,1.46,1.68,1.84,1.52,1.79,-41.27,1.15,3.68
14.55,0.0,-0.01,0.0,-0.02,1.46,1.68,1.73,1.51,1.78,-41.27,1.13,3.66
14.63,0.0,0.0,0.01,-0.02,1.46,1.68,1.61,1.65,1.77,-41.27,1.11,3.65
14.71,-0.02,0.0,0.0,-0.05,1.46,1.68,1.89,1.56,1.78,-41.27,1.1,3.64
14.8,0.01,0.0,0.0,-0.01,1.46,1.68,1.76,1.54,1.78,-41.29,0.57,3.25
14.89,0.0,-0.01,-0.01,-0.02,1.46,1.68,1.95,1.48,1.79,-41.29,0.56,3.24
14.97,0.0,0.01,0.0,-0.01,1.46,1.68,1.83,1.47,1.8,-41.29,0.54,3.23
15.05,-0.01,0.0,0.0,-0.01,1.46,1.68,1.91,1.49,1.8,-41.29,0.53,3.22
15.14,0.0,-0.01,-0.01,-0.0,1.46,1.68,1.81,1.44,1.8,-41.31,0.12,2.92
15.23,0.0,-0.02,0.0,-0.0,1.46,1.68,1.8,1.55,1.8,-41.31,0.11,2.91
15.31,-0.01,0.0,-0.01,-0.01,1.46,1.68,2.12,1.43,1.82,-41.31,0.09,2.9
15.39,-0.01,-0.02,0.0,0.01,1.46,1.68,1.78,1.6,1.82,-41.31,0.08,2.89
15.48,0.0,0.0,0.0,0.0,1.46,1.68,1.85,1.41,1.81,-41.31,-0.23,2.66
15.56,-0.01,0.01,0.0,-0.0,1.46,1.68,1.86,1.47,1.81,-41.31,-0.25,2.65
15.65,-0.01,0.0,-0.01,0.0,1.46,1.68,2.0,1.45,1.83,-41.31,-0.25,2.64
15.73,-0.01,-0.02,-0.01,0.01,1.46,1.67,1.89,1.69,1.83,-41.31,-0.26,2.64
15.82,-0.01,-0.01,0.01,0.0,1.46,1.67,1.69,1.41,1.81,-41.32,-0.51,2.45
15.91,0.0,0.0,-0.01,0.0,1.46,1.67,1.83,1.61,1.81,-41.32,-0.52,2.45
15.99,-0.02,-0.02,0.0,-0.01,1.46,1.67,1.83,1.23,1.81,-41.32,-0.52,2.44
16.07,0.01,-0.01,-0.01,0.01,1.46,1.67,1.83,1.58,1.81,-41.32,-0.53,2.44
16.16,-0.01,-0.02,0.01,0.02,1.46,1.67,1.86,1.41,1.84,-41.33,-0.72,2.3
16.25,0.0,0.0,0.01,0.02,1.46,1.67,1.74,1.27,1.83,-41.33,-0.73,2.29
16.33,-0.01,0.0,0.01,0.01,1.46,1.67,1.69,1.55,1.82,-41.33,-0.74,2.29
16.41,0.0,-0.01,0.0,0.01,1.46,1.67,1.65,1.67,1.8,-41.33,-0.74,2.28
16.5,-0.01,-0.01,-0.01,-0.03,1.46,1.67,1.66,1.59,1.76,-41.33,-0.9,2.17
16.59,0.01,-0.01,0.0,-0.02,1.46,1.67,1.79,1.56,1.76,-41.33,-0.91,2.16
16.67,-0.01,-0.01,0.0,-0.04,1.46,1.67,1.73,1.61,1.76,-41.33,-0.91,2.16
16.76,-0.01,0.0,0.0,-0.04,1.45,1.67,1.66,1.48,1.75,-41.34,-0.91,2.16
16.84,-0.01,-0.02,-0.01,-0.05,1.45,1.67,1.97,1.65,1.76,-41.33,-1.03,2.07
16.93,0.0,0.0,0.0,-0.02,1.45,1.67,1.92,1.54,1.78,-41.33,-1.04,2.07
17.01,-0.02,-0.01,0.0,-0.03,1.45,1.67,1.82,1.43,1.78,-41.33,-1.04,2.07
17.1,0.0,0.01,0.0,-0.01,1.45,1.67,1.64,1.41,1.76,-41.33,-1.05,2.06
17.18,-0.01,-0.01,0.0,-0.03,1.45,1.67,1.84,1.42,1.76,-41.33,-1.13,1.99
17.27,0.0,-0.01,-0.01,-0.02,1.45,1.67,1.93,1.39,1.78,-41.33,-1.13,1.99
17.35,0.0,0.01,-0.02,-0.01,1.45,1.67,1.93,1.57,1.79,-41.33,-1.14,1.98
17.43,0.0,-0.01,0.0,0.01,1.45,1.67,1.68,1.45,1.78,-41.33,-1.14,1.98
17.52,-0.01,-0.01,0.01,-0.0,1.45,1.67,1.74,1.36,1.79,-41.33,-1.22,1.93
17.61,0.0,0.01,-0.01,0.0,1.45,1.67,1.71,1.36,1.78,-41.33,-1.22,1.93
17.69,-0.01,-0.02,0.01,-0.01,1.45,1.67,1.66,1.47,1.77,-41.33,-1.22,1.93
17.77,-0.01,-0.02,0.0,-0.02,1.45,1.66,1.7,1.56,1.76,-41.33,-1.22,1.92
17.86,-0.01,-0.02,0.0,-0.02,1.45,1.66,1.96,1.51,1.79,-41.33,-1.28,1.88
17.95,0.0,0.0,0.0,0.0,1.45,1.66,1.77,1.37,1.78,-41.33,-1.28,1.88
18.03,0.0,-0.02,0.0,0.0,1.45,1.66,1.75,1.63,1.78,-41.33,-1.28,1.88
18.11,-0.01,-0.02,-0.01,-0.01,1.45,1.66,1.9,1.38,1.79,-41.33,-1.28,1.88
18.2,0.0,0.0,-0.01,0.02,1.45,1.66,1.82,1.65,1.8,-41.33,-1.33,1.85
18.28,-0.01,-0.01,0.0,0.01,1.45,1.66,1.94,1.6,1.82,-41.33,-1.33,1.85
18.37,0.0,-0.01,-0.01,0.03,1.45,1.66,1.74,1.59,1.81,-41.33,-1.34,1.85
18.45,0.0,-0.01,0.01,0.02,1.45,1.66,1.83,1.45,1.82,-41.33,-1.34,1.85
18.54,0.0,0.0,-0.01,0.01,1.45,1.66,1.87,1.44,1.8,-41.33,-1.37,1.82
18.62,-0.01,-0.01,-0.01,0.0,1.45,1.66,1.77,1.4,1.8,-41.33,-1.37,1.82
18.71,0.0,-0.01,-0.01,0.01,1.45,1.66,1.82,1.53,1.8,-41.33,-1.37,1.82
18.79,0.0,-0.01,0.01,0.01,1.45,1.66,1.86,1.43,1.81,-41.33,-1.37,1.82
18.88,-0.01,0.0,0.0,-0.01,1.45,1.66,1.57,1.47,1.77,-41.33,-1.4,1.8
18.96,0.0,0.01,0.0,-0.01,1.45,1.66,1.91,1.46,1.78,-41.32,-1.4,1.8
19.05,0.0,0.0,-0.01,-0.0,1.45,1.66,1.73,1.61,1.78,-41.32,-1.4,1.8
19.13,0.01,-0.01,-0.01,-0.0,1.45,1.66,1.75,1.58,1.77,-41.32,-1.4,1.8
19.22,-0.01,-0.01,0.0,-0.01,1.45,1.66,1.72,1.58,1.78,-41.32,-1.43,1.79
19.3,0.0,-0.01,0.0,-0.01,1.45,1.66,1.82,1.6,1.78,-41.32,-1.43,1.79
19.39,0.01,0.0,0.0,0.0,1.45,1.66,1.95,1.56,1.8,-41.32,-1.43,1.79
19.47,-0.02,0.0,-0.01,-0.01,1.45,1.66,1.73,1.45,1.79,-41.32,-1.43,1.79
19.56,-0.01,-0.01,-0.01,-0.01,1.45,1.65,1.76,1.25,1.78,-41.31,-1.44,1.77
19.64,-0.01,-0.02,-0.01,-0.01,1.45,1.65,1.95,1.62,1.8,-41.31,-1.44,1.77
19.73,0.0,-0.01,-0.01,0.01,1.45,1.65,1.85,1.49,1.81,-41.31,-1.44,1.77
19.81,0.0,-0.02,-0.01,0.01,1.45,1.65,1.81,1.43,1.81,-41.31,-1.44,1.77
19.91,-0.01,-0.01,-0.01,0.02,1.45,1.65,1.93,1.53,1.83,-41.3,-1.45,1.76
19.99,-0.02,-0.01,-0.01,0.02,1.45,1.65,1.55,1.53,1.81,-41.3,-1.44,1.77
20.08,-0.01,0.0,0.0,0.01,1.44,1.65,1.78,1.38,1.81,-41.3,-1.44,1.77
20.16,0.0,-0.02,-0.02,0.01,1.44,1.65,1.81,1.42,1.81,-41.3,-1.45,1.77
20.25,-0.01,-0.01,0.0,0.01,1.44,1.65,2.04,1.54,1.84,-41.3,-1.46,1.76
20.33,0.0,-0.01,0.0,0.03,1.44,1.65,1.7,1.41,1.83,-41.3,-1.46,1.76
20.41,0.0,0.0,-0.01,0.02,1.44,1.65,1.9,1.54,1.84,-41.3,-1.46,1.76
20.5,0.0,-0.01,0.0,0.03,1.44,1.65,1.74,1.63,1.83,-41.3,-1.46,1.76
20.59,0.01,-0.01,-0.01,0.04,1.44,1.65,2.07,1.52,1.86,-41.29,-1.47,1.76
20.67,0.01,-0.01,-0.01,0.05,1.44,1.65,1.75,1.52,1.86,-41.29,-1.47,1.76
20.75,-0.01,0.0,0.0,0.03,1.44,1.65,2.04,1.45,1.87,-41.29,-1.47,1.76
20.84,-0.01,0.0,0.0,0.04,1.44,1.65,1.7,1.47,1.86,-41.29,-1.47,1.76
20.93,-0.01,-0.02,0.0,0.0,1.44,1.64,1.81,1.44,1.83,-41.29,-1.47,1.74
21.01,0.01,-0.01,0.0,0.02,1.44,1.64,1.82,1.43,1.83,-41.29,-1.47,1.74
21.09,0.0,0.01,0.0,0.01,1.44,1.64,1.82,1.31,1.83,-41.29,-1.47,1.74
21.17,0.0,-0.01,0.0,0.01,1.44,1.64,1.74,1.5,1.82,-41.29,-1.47,1.74
21.27,0.0,0.0,0.0,-0.0,1.44,1.64,1.69,1.49,1.8,-41.28,-1.47,1.73
21.35,0.0,0.01,0.0,-0.01,1.44,1.64,1.55,1.49,1.78,-41.28,-1.47,1.73
21.43,-0.01,0.0,0.0,-0.03,1.44,1.64,1.79,1.46,1.78,-41.28,-1.47,1.73
21.52,-0.01,0.0,-0.02,-0.03,1.44,1.64,1.91,1.46,1.79,-41.28,-1.47,1.73
21.6,-0.01,-0.01,0.0,-0.01,1.44,1.64,1.83,1.39,1.8,-41.28,-1.48,1.74
21.69,0.0,-0.02,0.0,-0.0,1.44,1.64,1.76,1.52,1.8,-41.28,-1.48,1.74
21.77,0.0,0.0,0.0,-0.01,1.44,1.64,1.75,1.51,1.79,-41.28,-1.48,1.74
21.86,-0.01,-0.01,0.0,-0.02,1.44,1.64,1.75,1.52,1.79,-41.28,-1.48,1.74
21.95,0.0,0.0,-0.01,0.01,1.44,1.64,2.05,1.57,1.84,-41.27,-1.49,1.74
22.03,-0.01,0.01,0.0,0.02,1.44,1.64,1.91,1.5,1.85,-41.27,-1.49,1.74
22.11,0.0,-0.01,0.0,0.03,1.44,1.64,1.89,1.52,1.86,-41.27,-1.49,1.74
22.19,0.0,0.0,0.01,0.04,1.44,1.64,1.87,1.46,1.86,-41.27,-1.49,1.74
22.28,0.0,0.0,-0.01,0.01,1.44,1.64,1.97,1.33,1.85,-41.28,-1.48,1.76
22.37,-0.01,-0.01,-0.01,0.01,1.44,1.64,1.9,1.46,1.85,-41.28,-1.48,1.76
22.45,0.0,0.01,-0.01,0.02,1.44,1.64,1.92,1.45,1.86,-41.28,-1.48,1.76
22.53,-0.01,0.0,0.0,0.02,1.44,1.64,1.89,1.31,1.86,-41.28,-1.48,1.76
22.62,-0.01,0.0,0.01,0.0,1.44,1.64,1.89,1.35,1.84,-41.28,-1.48,1.78
22.71,0.0,0.0,0.0,0.01,1.44,1.64,1.6,1.31,1.82,-41.28,-1.48,1.78
22.79,-0.01,0.0,0.0,-0.01,1.44,1.64,1.77,1.45,1.82,-41.28,-1.48,1.78
22.87,-0.01,0.0,0.0,-0.01,1.44,1.64,1.76,1.46,1.81,-41.28,-1.48,1.78
22.96,-0.01,0.01,0.0,-0.04,1.44,1.64,1.67,1.44,1.77,-41.27,-1.47,1.78
23.05,0.01,-0.01,-0.01,-0.03,1.44,1.64,1.82,1.61,1.77,-41.27,-1.47,1.78
23.13,0.01,0.0,-0.02,-0.03,1.44,1.64,1.72,1.33,1.76,-41.27,-1.47,1.78
23.22,-0.01,-0.02,0.0,-0.05,1.44,1.64,2.04,1.57,1.78,-41.27,-1.47,1.78
23.3,0.01,0.0,0.0,-0.01,1.44,1.64,1.62,1.61,1.77,-41.27,-1.48,1.79
23.39,0.0,-0.01,0.01,-0.03,1.44,1.64,1.78,1.37,1.77,-41.27,-1.48,1.79
23.47,-0.02,0.01,0.0,-0.04,1.44,1.64,1.93,1.61,1.79,-41.27,-1.48,1.79
23.55,0.0,0.0,0.01,-0.01,1.44,1.64,1.62,1.53,1.77,-41.28,-1.48,1.79
23.64,0.01,0.0,-0.02,-0.01,1.44,1.64,1.84,1.49,1.78,-41.28,-1.49,1.79
23.73,0.0,-0.01,0.01,-0.01,1.44,1.64,1.74,1.48,1.78,-41.28,-1.48,1.8
23.81,0.0,-0.01,0.0,-0.02,1.44,1.64,1.69,1.64,1.77,-41.28,-1.48,1.8
23.9,-0.02,0.0,0.0,-0.04,1.44,1.64,1.81,1.34,1.77,-41.28,-1.48,1.8
23.98,-0.01,-0.01,0.0,-0.0,1.44,1.64,1.87,1.49,1.8,-41.28,-1.49,1.8
24.07,0.01,0.01,-0.01,0.02,1.44,1.64,1.87,1.49,1.81,-41.28,-1.49,1.8
24.15,0.0,0.0,0.0,0.01,1.44,1.64,1.82,1.61,1.81,-41.28,-1.49,1.8
24.23,0.0,0.01,0.0,0.01,1.44,1.64,1.84,1.5,1.82,-41.28,-1.49,1.8
24.32,-0.01,-0.01,0.0,-0.01,1.44,1.64,1.71,1.51,1.79,-41.28,-1.49,1.8
24.41,0.0,0.0,0.0,-0.0,1.44,1.64,2.15,1.54,1.82,-41.28,-1.49,1.8
24.49,-0.01,0.0,-0.01,0.01,1.44,1.64,1.93,1.56,1.83,-41.28,-1.49,1.8
24.57,0.0,0.0,0.0,0.02,1.44,1.64,1.87,1.38,1.84,-41.28,-1.49,1.8
24.66,-0.01,-0.01,0.0,0.01,1.44,1.64,1.69,1.52,1.82,-41.29,-1.48,1.8
24.74,0.0,-0.02,0.0,0.01,1.44,1.64,1.81,1.71,1.82,-41.29,-1.49,1.8
24.83,-0.01,-0.01,-0.01,0.0,1.43,1.63,1.65,1.47,1.8,-41.29,-1.49,1.8
24.91,0.0,0.0,0.0,-0.0,1.43,1.63,1.8,1.54,1.8,-41.29,-1.49,1.81
25.0,0.0,-0.01,0.0,-0.01,1.43,1.63,1.82,1.56,1.8,-41.29,-1.5,1.8
25.09,0.0,0.01,0.0,-0.01,1.43,1.64,1.87,1.44,1.8,-41.29,-1.5,1.8
25.17,0.0,-0.01,0.0,-0.0,1.43,1.63,1.91,1.39,1.81,-41.29,-1.5,1.8
25.25,-0.01,-0.01,0.0,-0.0,1.43,1.63,1.81,1.45,1.81,-41.29,-1.5,1.8
25.34,-0.01,-0.01,-0.01,-0.02,1.43,1.63,2.0,1.5,1.81,-41.29,-1.49,1.82
25.43,-0.01,-0.01,0.0,-0.01,1.43,1.63,1.88,1.65,1.81,-41.29,-1.49,1.82
25.51,0.0,0.0,0.0,0.01,1.43,1.63,1.74,1.59,1.81,-41.29,-1.49,1.81
25.59,-0.01,0.0,-0.01,-0.01,1.43,1.63,1.81,1.63,1.81,-41.29,-1.49,1.82
25.68,-0.01,-0.02,0.0,-0.01,1.43,1.63,1.81,1.53,1.8,-41.29,-1.5,1.81
25.77,-0.01,-0.02,-0.01,-0.01,1.43,1.63,1.79,1.58,1.8,-41.29,-1.5,1.81
25.85,0.0,-0.01,-0.01,-0.0,1.43,1.63,1.74,1.62,1.79,-41.29,-1.5,1.8
25.94,-0.01,0.01,0.0,-0.01,1.43,1.63,1.61,1.52,1.77,-41.29,-1.5,1.8
26.03,-0.01,-0.01,-0.01,-0.02,1.43,1.63,2.04,1.42,1.8,-41.29,-1.5,1.81
26.12,-0.01,-0.01,0.0,-0.01,1.43,1.63,1.95,1.45,1.81,-41.29,-1.5,1.81
26.2,0.0,0.0,0.0,0.01,1.43,1.63,1.75,1.65,1.81,-41.29,-1.5,1.8
26.28,0.0,0.0,0.0,0.01,1.43,1.63,1.83,1.39,1.81,-41.29,-1.5,1.8
26.37,-0.01,-0.01,-0.01,-0.03,1.43,1.63,1.89,1.45,1.78,-41.29,-1.49,1.81
26.46,0.0,0.01,-0.01,-0.01,1.43,1.63,1.96,1.52,1.79,-41.29,-1.49,1.81
26.54,-0.01,-0.01,0.0,-0.01,1.43,1.63,1.79,1.36,1.79,-41.29,-1.49,1.81
26.62,-0.01,0.01,0.01,-0.01,1.43,1.63,1.73,1.45,1.79,-41.29,-1.49,1.81
26.72,-0.01,-0.01,0.0,0.0,1.43,1.63,1.76,1.47,1.8,-41.29,-1.49,1.81
26.8,0.0,0.0,0.0,0.01,1.43,1.63,1.78,1.66,1.8,-41.29,-1.49,1.81
26.89,-0.01,0.01,0.0,-0.0,1.42,1.63,1.75,1.4,1.8,-41.29,-1.49,1.81
26.97,0.0,0.0,0.0,0.0,1.42,1.63,1.78,1.47,1.79,-41.29,-1.49,1.81
27.06,-0.01,-0.01,-0.01,-0.01,1.42,1.63,1.93,1.68,1.8,-41.29,-1.49,1.81
27.15,-0.01,0.01,-0.01,-0.0,1.42,1.63,1.95,1.39,1.81,-41.29,-1.49,1.81
27.23,0.0,-0.02,0.0,0.01,1.42,1.63,1.76,1.6,1.81,-41.29,-1.49,1.8
27.31,0.0,-0.01,0.0,0.01,1.42,1.63,1.73,1.61,1.8,-41.29,-1.49,1.8
27.4,0.01,-0.02,-0.01,0.01,1.42,1.63,1.8,1.41,1.8,-41.28,-1.5,1.8
27.48,0.0,0.0,0.0,0.0,1.42,1.63,1.87,1.44,1.81,-41.28,-1.5,1.8
