Tiempo,GiroX,GiroY,GiroZ,KalmanGiroY,GiroXAngle,GiroYAngle,Pitch,Roll,KalmanPitch
14.82,-0.21,0.48,0.09,-0.07,-0.47,2.47,-0.35,0.93,-0.25
14.88,-0.2,0.15,0.12,-0.07,-0.48,2.48,-0.06,1.13,-0.24
14.95,0.06,0.34,0.08,0.21,-0.48,2.5,-0.3,1.06,-0.23
15.01,-0.14,0.27,0.11,0.0,-0.49,2.52,-0.17,1.09,-0.22
15.07,-0.15,0.1,0.11,-0.01,-0.5,2.53,-0.36,0.91,-0.24
15.14,-0.08,0.03,-0.09,0.05,-0.5,2.53,-0.17,1.41,-0.23
15.2,-0.06,0.11,0.09,0.08,-0.5,2.54,-0.17,0.91,-0.22
15.27,-0.2,0.37,-0.01,-0.05,-0.52,2.56,-0.41,1.11,-0.24
15.33,-0.02,0.18,0.04,0.11,-0.52,2.57,0.27,1.28,-0.18
15.39,-0.11,0.07,0.07,0.06,-0.53,2.57,-0.54,1.35,-0.21
15.46,-0.08,0.36,0.03,0.06,-0.53,2.6,-0.23,1.26,-0.21
15.52,-0.08,0.15,0.11,0.06,-0.54,2.61,-0.1,1.45,-0.2
15.58,-0.12,0.24,0.02,0.03,-0.54,2.62,-0.32,1.33,-0.21
15.65,-0.06,0.15,-0.02,0.08,-0.55,2.63,0.09,1.3,-0.17
15.71,-0.25,0.2,0.1,-0.09,-0.56,2.64,-0.02,1.03,-0.16
15.78,-0.27,0.16,0.1,-0.1,-0.58,2.65,-0.15,0.9,-0.17
15.84,-0.15,0.05,-0.04,0.03,-0.59,2.66,-0.49,1.14,-0.2
15.91,-0.14,0.4,0.05,0.01,-0.6,2.68,-0.26,1.49,-0.2
15.97,-0.17,0.07,-0.04,-0.02,-0.61,2.69,0.18,1.32,-0.16
16.03,-0.15,-0.05,0.09,0.03,-0.62,2.68,0.11,1.06,-0.13
16.1,-0.18,-0.01,0.11,0.01,-0.63,2.68,-0.27,1.38,-0.15
16.16,-0.06,0.24,-0.07,0.12,-0.64,2.7,-0.21,1.42,-0.15
16.23,-0.22,0.14,-0.02,-0.04,-0.65,2.71,-0.02,1.43,-0.14
16.29,-0.04,0.15,0.04,0.15,-0.65,2.72,0.03,1.47,-0.11
16.36,-0.18,0.09,0.07,0.03,-0.66,2.72,0.08,0.93,-0.09
16.42,-0.08,0.14,-0.06,0.13,-0.67,2.73,-0.14,1.0,-0.09
16.48,-0.17,0.41,0.03,0.04,-0.68,2.76,-0.3,1.34,-0.11
16.55,-0.13,0.25,-0.04,0.06,-0.69,2.77,0.06,1.12,-0.09
16.61,-0.01,0.25,-0.13,0.2,-0.69,2.79,-0.47,1.21,-0.11
16.67,-0.18,-0.01,0.03,0.0,-0.7,2.79,0.14,0.9,-0.09
16.74,-0.09,-0.06,0.02,0.1,-0.7,2.79,-0.21,1.02,-0.1
16.8,-0.08,0.2,0.1,0.1,-0.71,2.8,-0.44,0.87,-0.13
16.87,-0.1,0.21,0.01,0.06,-0.72,2.81,-0.03,1.08,-0.11
16.93,-0.09,0.37,-0.11,0.07,-0.72,2.84,-0.11,0.88,-0.11
16.99,-0.2,0.17,0.1,-0.03,-0.74,2.85,-0.26,0.75,-0.12
17.06,-0.06,0.12,0.08,0.09,-0.74,2.85,0.21,1.44,-0.08
17.12,-0.23,0.21,0.05,-0.05,-0.75,2.87,-0.39,1.14,-0.12
17.19,-0.16,-0.15,-0.02,-0.0,-0.76,2.86,-0.35,0.73,-0.14
17.25,-0.08,0.28,-0.01,0.06,-0.77,2.88,-0.2,1.01,-0.15
17.32,-0.29,0.31,0.17,-0.15,-0.79,2.9,-0.42,0.77,-0.18
17.38,-0.02,0.14,0.11,0.1,-0.79,2.91,0.0,1.43,-0.16
17.44,-0.08,-0.02,0.0,0.04,-0.79,2.91,-0.27,1.07,-0.17
17.51,-0.18,0.43,0.15,-0.06,-0.81,2.93,-0.27,1.55,-0.18
17.57,-0.18,0.4,-0.18,-0.07,-0.82,2.96,-0.05,1.22,-0.17
17.64,-0.19,0.18,-0.1,-0.07,-0.83,2.97,-0.17,1.16,-0.18
17.7,-0.19,-0.03,-0.01,-0.07,-0.84,2.97,-0.19,1.04,-0.18
17.77,-0.15,0.34,0.02,-0.03,-0.85,2.99,-0.37,1.48,-0.2
17.84,-0.1,0.22,0.08,0.01,-0.86,3.01,0.03,1.14,-0.18
17.9,-0.08,0.18,0.06,0.04,-0.86,3.02,-0.03,0.89,-0.16
17.96,0.01,0.08,0.02,0.14,-0.86,3.02,-0.36,1.6,-0.17
18.02,-0.18,0.05,-0.03,-0.06,-0.88,3.03,-0.45,1.32,-0.21
18.09,-0.11,-0.02,-0.03,-0.01,-0.88,3.02,0.0,1.26,-0.18
18.16,-0.05,0.39,0.13,0.06,-0.89,3.05,0.08,0.87,-0.15
18.22,-0.01,0.24,-0.05,0.13,-0.89,3.06,-0.09,1.01,-0.14
18.28,-0.06,0.18,0.11,0.08,-0.89,3.08,-0.23,1.26,-0.14
18.35,-0.08,0.02,-0.07,0.06,-0.9,3.08,-0.41,1.0,-0.17
18.41,0.03,0.25,0.07,0.14,-0.89,3.09,0.08,1.18,-0.13
18.47,-0.12,0.12,0.15,0.01,-0.9,3.1,-0.32,1.05,-0.15
18.54,-0.05,0.13,0.08,0.06,-0.9,3.11,-0.3,1.06,-0.17
18.6,-0.02,0.27,0.08,0.08,-0.91,3.13,-0.34,1.15,-0.18
18.66,-0.09,0.08,-0.08,-0.0,-0.91,3.13,-0.17,0.87,-0.18
18.73,-0.18,0.21,0.02,-0.08,-0.92,3.15,0.24,1.02,-0.14
18.79,-0.05,0.18,-0.09,0.08,-0.93,3.16,-0.27,1.09,-0.15
18.86,-0.16,0.2,0.08,-0.05,-0.94,3.17,-0.17,1.79,-0.15
18.92,-0.12,0.31,-0.08,-0.01,-0.94,3.19,-0.11,1.05,-0.15
18.99,0.05,0.4,0.05,0.17,-0.94,3.22,-0.15,1.25,-0.14
19.05,-0.08,0.0,-0.15,0.04,-0.95,3.22,-0.08,0.74,-0.13
19.11,-0.09,0.2,-0.03,0.03,-0.95,3.23,-0.29,1.21,-0.15
19.18,-0.11,0.0,0.02,0.0,-0.96,3.23,-0.58,0.81,-0.19
19.24,-0.12,0.31,0.11,-0.05,-0.97,3.25,0.15,1.02,-0.16
19.31,-0.05,0.16,0.06,0.05,-0.97,3.26,-0.38,1.08,-0.18
19.37,-0.13,0.23,0.07,-0.05,-0.98,3.27,-0.06,0.95,-0.17
19.43,-0.08,0.05,0.04,0.01,-0.98,3.28,-0.29,1.47,-0.18
19.5,-0.18,0.19,0.02,-0.09,-0.99,3.29,-0.11,0.83,-0.18
19.56,-0.04,0.3,-0.05,0.05,-1.0,3.31,-0.12,0.93,-0.17
19.63,-0.04,0.12,0.02,0.06,-1.0,3.32,-0.21,0.97,-0.17
19.69,-0.2,0.01,0.01,-0.11,-1.01,3.32,-0.24,1.54,-0.18
19.76,-0.02,0.17,0.06,0.07,-1.01,3.33,-0.28,1.38,-0.19
19.82,-0.07,0.18,-0.08,0.01,-1.02,3.34,-0.03,1.18,-0.17
19.88,-0.03,0.02,0.02,0.06,-1.02,3.34,-0.54,1.09,-0.21
19.95,-0.12,0.18,0.02,-0.06,-1.03,3.35,-0.18,1.18,-0.21
20.01,-0.16,0.18,0.15,-0.1,-1.04,3.36,-0.38,1.49,-0.23
20.08,-0.07,0.14,0.11,-0.02,-1.04,3.37,0.45,1.03,-0.16
20.14,-0.2,0.01,-0.09,-0.09,-1.05,3.37,-0.36,1.09,-0.19
20.21,-0.11,0.02,-0.17,-0.03,-1.06,3.37,-0.17,0.87,-0.19
20.27,-0.21,0.63,0.12,-0.12,-1.08,3.41,-0.55,1.22,-0.23
20.34,-0.22,0.1,0.14,-0.16,-1.09,3.42,-0.14,1.07,-0.23
20.4,-0.04,0.31,0.02,0.03,-1.09,3.44,-0.3,0.91,-0.24
20.46,-0.03,0.31,0.15,0.04,-1.09,3.46,-0.12,1.56,-0.22
20.53,-0.07,0.08,0.02,0.01,-1.1,3.47,-0.38,0.86,-0.24
20.59,-0.1,0.07,0.11,-0.04,-1.11,3.47,-0.05,1.3,-0.22
20.66,-0.15,0.29,0.04,-0.07,-1.11,3.49,-0.3,1.47,-0.23
20.72,-0.05,0.33,0.08,0.03,-1.12,3.51,-0.02,1.21,-0.21
20.78,-0.18,0.09,0.05,-0.09,-1.13,3.52,-0.27,0.55,-0.22
20.85,-0.07,0.28,-0.11,0.02,-1.13,3.53,-0.33,1.38,-0.23
20.91,-0.19,0.28,0.15,-0.12,-1.15,3.55,0.08,1.11,-0.21
20.98,-0.19,0.09,0.05,-0.09,-1.16,3.56,-0.51,1.33,-0.24
21.04,-0.04,0.02,0.13,0.04,-1.16,3.56,-0.2,1.66,-0.24
21.11,-0.08,0.2,0.1,0.0,-1.17,3.57,-0.57,0.94,-0.27
21.17,-0.17,0.19,-0.07,-0.11,-1.18,3.58,0.4,0.99,-0.21
21.23,-0.1,0.04,-0.05,0.01,-1.18,3.59,-0.09,1.35,-0.19
21.3,-0.19,0.21,0.13,-0.08,-1.2,3.6,-0.54,0.95,-0.24
21.36,-0.09,0.14,-0.02,-0.0,-1.2,3.61,-0.65,1.15,-0.28
21.43,-0.08,-0.09,-0.11,-0.03,-1.21,3.6,-0.41,1.02,-0.29
21.5,-0.16,0.24,0.08,-0.11,-1.22,3.62,-0.15,1.3,-0.29
21.56,-0.02,0.18,0.15,0.04,-1.22,3.63,-0.17,1.38,-0.27
21.62,-0.23,0.23,0.02,-0.16,-1.23,3.65,-0.26,1.2,-0.28
21.69,-0.04,0.09,0.0,0.03,-1.24,3.65,-0.27,1.06,-0.28
21.75,-0.21,0.22,0.08,-0.14,-1.25,3.67,-0.29,1.25,-0.29
21.82,-0.08,0.15,-0.14,-0.01,-1.25,3.68,-0.21,0.91,-0.28
21.88,-0.14,0.31,0.19,-0.06,-1.26,3.7,-0.3,1.47,-0.28
21.95,0.01,0.35,0.12,0.08,-1.26,3.72,-0.03,1.15,-0.25
22.01,-0.11,0.24,0.0,-0.02,-1.27,3.73,-0.18,1.65,-0.25
22.07,-0.22,0.0,0.07,-0.12,-1.28,3.73,0.1,1.33,-0.22
22.14,-0.2,0.27,0.02,-0.07,-1.3,3.75,-0.17,0.69,-0.22
22.2,-0.15,0.21,0.01,-0.02,-1.31,3.76,-0.11,1.06,-0.21
22.27,-0.05,0.27,0.0,0.09,-1.31,3.78,-0.35,0.96,-0.22
22.33,-0.16,0.1,0.0,-0.03,-1.32,3.79,-0.22,1.8,-0.22
22.4,-0.21,0.42,0.07,-0.09,-1.33,3.81,-0.58,1.32,-0.26
22.46,-0.15,0.15,0.15,-0.05,-1.34,3.82,-0.2,1.27,-0.26
22.52,-0.08,0.3,-0.08,0.03,-1.35,3.84,-0.14,1.27,-0.24
22.59,-0.02,0.23,-0.02,0.09,-1.35,3.86,-0.21,1.24,-0.23
22.65,-0.08,0.1,0.08,0.04,-1.35,3.86,-0.12,1.26,-0.22
22.72,-0.12,0.08,-0.08,0.0,-1.36,3.87,-0.12,1.23,-0.21
22.78,-0.24,0.01,0.03,-0.11,-1.38,3.87,0.09,1.19,-0.18
22.85,-0.1,0.24,0.21,0.06,-1.38,3.89,-0.2,1.19,-0.18
22.91,-0.06,0.01,0.0,0.09,-1.39,3.89,-0.09,1.36,-0.17
22.97,-0.09,0.3,-0.05,0.07,-1.39,3.9,-0.15,0.91,-0.16
23.04,-0.07,0.06,-0.05,0.09,-1.4,3.91,0.17,1.41,-0.12
23.1,-0.21,0.12,-0.11,-0.03,-1.41,3.92,-0.5,1.5,-0.16
23.17,-0.11,0.33,0.05,0.04,-1.42,3.94,0.0,1.11,-0.14
23.23,-0.35,0.24,0.01,-0.18,-1.44,3.95,-0.2,0.84,-0.16
23.29,-0.05,0.03,-0.03,0.12,-1.44,3.95,-0.09,1.12,-0.14
23.36,-0.02,0.38,-0.02,0.15,-1.45,3.98,-0.24,1.25,-0.15
23.42,-0.02,0.04,0.01,0.14,-1.45,3.98,0.03,0.86,-0.12
23.49,-0.1,0.01,-0.05,0.08,-1.45,3.98,-0.26,1.19,-0.13
23.55,-0.03,0.21,-0.05,0.13,-1.46,4.0,-0.5,1.06,-0.16
23.61,-0.15,0.31,0.07,-0.01,-1.47,4.02,-0.26,1.18,-0.17
23.68,-0.18,0.12,0.1,-0.05,-1.48,4.02,-0.23,1.22,-0.18
23.74,-0.12,0.01,-0.09,0.0,-1.48,4.02,0.05,1.81,-0.16
23.81,-0.13,0.13,-0.08,0.01,-1.49,4.03,-0.03,1.08,-0.14
23.87,-0.04,0.31,0.18,0.11,-1.5,4.05,0.12,0.48,-0.11
23.93,-0.15,0.15,0.02,0.02,-1.5,4.06,-0.14,1.0,-0.11
24.0,-0.15,0.17,-0.02,0.02,-1.51,4.07,-0.55,1.0,-0.15
24.06,-0.24,0.26,0.18,-0.11,-1.53,4.09,0.05,0.72,-0.14
24.13,-0.15,0.25,-0.14,0.01,-1.54,4.11,-0.3,1.02,-0.16
24.19,-0.19,0.05,0.12,-0.05,-1.55,4.11,0.11,1.43,-0.13
24.25,-0.19,0.35,0.07,-0.03,-1.56,4.13,-0.15,0.67,-0.14
24.32,-0.07,0.15,0.03,0.09,-1.57,4.14,-0.05,1.17,-0.12
24.38,-0.1,0.3,0.12,0.06,-1.57,4.16,0.09,1.42,-0.1
24.45,-0.14,0.19,0.07,0.04,-1.58,4.17,-0.42,0.84,-0.13
24.51,0.06,0.19,0.07,0.22,-1.58,4.18,-0.35,1.12,-0.14
24.57,-0.17,0.23,0.0,-0.03,-1.59,4.2,-0.29,0.95,-0.16
24.64,0.01,0.18,0.01,0.13,-1.59,4.21,-0.21,1.2,-0.15
24.7,-0.15,0.26,-0.09,-0.02,-1.6,4.23,-0.21,1.82,-0.16
24.76,-0.13,0.23,-0.14,-0.01,-1.61,4.24,-0.06,1.44,-0.15
24.83,-0.25,0.11,0.13,-0.13,-1.62,4.25,-0.02,1.19,-0.14
24.89,-0.02,0.27,0.06,0.12,-1.62,4.27,-0.23,1.59,-0.15
24.96,-0.13,0.31,0.05,-0.0,-1.63,4.29,-0.24,1.45,-0.16
25.02,-0.17,0.21,-0.01,-0.05,-1.64,4.3,-0.18,0.76,-0.16
25.09,-0.11,0.22,-0.06,0.01,-1.65,4.31,-0.33,1.12,-0.18
25.15,-0.14,0.09,0.09,-0.03,-1.66,4.32,-0.14,1.21,-0.18
25.22,-0.24,0.05,0.05,-0.13,-1.67,4.32,-0.17,1.11,-0.18
25.28,-0.13,0.01,0.02,-0.02,-1.68,4.32,-0.09,1.4,-0.17
25.35,-0.02,-0.04,-0.03,0.1,-1.68,4.32,0.08,1.17,-0.14
25.41,-0.18,0.21,-0.05,-0.04,-1.7,4.33,-0.29,1.19,-0.16
25.48,-0.09,0.12,0.18,0.03,-1.7,4.34,-0.23,1.4,-0.16
25.54,-0.09,0.27,0.05,0.03,-1.71,4.36,0.05,0.89,-0.14
25.6,-0.09,0.19,-0.04,0.05,-1.71,4.37,-0.12,1.17,-0.14
25.67,0.05,-0.05,0.02,0.19,-1.71,4.37,0.02,1.69,-0.11
25.73,-0.24,0.14,-0.09,-0.1,-1.72,4.38,-0.15,0.92,-0.12
25.8,-0.19,-0.07,-0.07,-0.05,-1.74,4.37,-0.29,1.03,-0.14
25.86,-0.06,0.15,-0.06,0.07,-1.74,4.38,-0.29,1.0,-0.15
25.93,-0.21,0.14,0.08,-0.08,-1.75,4.39,-0.06,1.21,-0.15
25.99,-0.13,0.17,0.06,-0.0,-1.76,4.4,-0.41,1.18,-0.17
26.06,-0.27,0.24,0.08,-0.16,-1.78,4.42,-0.11,1.41,-0.18
26.12,-0.05,0.36,-0.08,0.06,-1.78,4.44,-0.55,1.46,-0.21
26.19,-0.21,0.16,0.01,-0.12,-1.8,4.45,0.05,1.37,-0.19
26.25,-0.08,0.11,0.08,0.03,-1.8,4.46,-0.16,0.39,-0.19
26.31,-0.14,0.02,0.05,-0.03,-1.81,4.46,-0.11,1.26,-0.18
26.38,-0.03,0.14,0.02,0.08,-1.81,4.47,-0.02,1.05,-0.16
26.44,-0.1,0.2,0.03,0.03,-1.82,4.48,-0.03,1.16,-0.14
26.51,0.0,0.11,-0.11,0.14,-1.82,4.49,-0.42,1.17,-0.16
26.57,-0.15,0.34,-0.08,-0.03,-1.83,4.51,-0.3,1.31,-0.18
26.63,-0.05,0.02,-0.01,0.06,-1.83,4.51,-0.05,1.12,-0.16
26.7,-0.11,0.23,0.13,0.01,-1.84,4.52,-0.27,1.09,-0.17
26.76,-0.13,0.13,0.0,-0.02,-1.85,4.53,-0.29,1.06,-0.19
26.83,-0.02,0.19,0.01,0.08,-1.85,4.55,-0.07,1.33,-0.17
26.89,-0.08,0.31,-0.01,0.02,-1.85,4.56,-0.17,1.16,-0.17
26.96,-0.1,0.02,0.15,0.01,-1.86,4.57,0.09,1.3,-0.14
27.02,-0.11,0.15,0.11,0.01,-1.87,4.58,-0.52,1.54,-0.18
27.08,-0.18,0.11,0.03,-0.09,-1.88,4.58,-0.11,1.58,-0.18
27.15,-0.15,0.35,0.05,-0.04,-1.89,4.61,-0.38,1.27,-0.2
27.21,-0.24,0.29,0.0,-0.15,-1.9,4.62,-0.08,0.89,-0.2
27.28,-0.1,0.15,0.11,-0.0,-1.91,4.63,-0.26,1.37,-0.2
27.34,-0.15,0.44,0.14,-0.05,-1.92,4.66,-0.11,1.23,-0.2
27.4,-0.26,0.25,-0.02,-0.16,-1.94,4.68,-0.35,1.17,-0.22
27.47,-0.17,0.2,0.0,-0.08,-1.95,4.69,0.21,1.41,-0.18
27.53,-0.12,0.27,0.12,0.0,-1.95,4.71,-0.26,1.32,-0.19
27.6,-0.24,0.07,0.02,-0.13,-1.97,4.71,-0.09,1.14,-0.18
27.66,-0.22,0.35,-0.06,-0.1,-1.98,4.74,-0.68,1.01,-0.24
27.73,-0.23,0.32,0.05,-0.14,-2.0,4.76,-0.14,0.79,-0.24
27.79,-0.15,0.06,0.02,-0.05,-2.01,4.76,-0.33,1.35,-0.25
27.86,-0.19,0.22,0.05,-0.1,-2.02,4.77,-0.02,1.52,-0.23
27.92,-0.06,-0.05,0.01,0.05,-2.02,4.77,-0.48,1.39,-0.26
27.99,-0.25,0.14,-0.15,-0.16,-2.04,4.78,-0.03,1.28,-0.24
28.05,-0.21,0.54,0.17,-0.1,-2.05,4.82,-0.14,1.64,-0.24
28.12,-0.15,0.27,-0.04,-0.04,-2.06,4.83,0.0,1.19,-0.21
28.18,-0.28,0.2,-0.08,-0.15,-2.08,4.85,-0.18,1.13,-0.22
28.25,-0.21,0.21,0.0,-0.07,-2.1,4.86,-0.36,1.03,-0.24
28.31,-0.04,0.2,-0.05,0.09,-2.1,4.87,-0.3,0.93,-0.24
28.38,-0.02,0.2,0.09,0.11,-2.1,4.89,-0.12,1.11,-0.22
28.44,-0.17,0.31,-0.17,-0.04,-2.11,4.9,0.18,0.92,-0.18
28.5,-0.13,0.38,0.18,0.03,-2.12,4.93,-0.11,1.44,-0.17
28.57,-0.11,0.11,0.16,0.06,-2.13,4.94,0.11,1.22,-0.14
28.63,-0.06,-0.06,0.15,0.13,-2.13,4.93,0.03,1.62,-0.11
28.69,-0.11,0.33,0.15,0.08,-2.14,4.95,-0.38,1.0,-0.14
28.76,-0.18,0.11,0.03,-0.0,-2.15,4.96,-0.11,1.18,-0.13
28.82,-0.22,0.06,0.05,-0.04,-2.16,4.96,-0.15,1.4,-0.14
28.89,-0.21,0.18,0.09,-0.03,-2.18,4.98,-0.32,1.49,-0.16
28.95,-0.14,0.4,0.01,0.03,-2.18,5.0,-0.24,0.86,-0.17
29.02,-0.21,0.04,-0.02,-0.05,-2.2,5.0,-0.48,0.91,-0.2
29.08,-0.02,0.18,-0.02,0.11,-2.2,5.02,-0.43,1.06,-0.22
29.15,-0.08,-0.05,0.07,0.03,-2.2,5.01,-0.12,0.99,-0.21
29.21,-0.05,0.23,0.11,0.08,-2.21,5.03,-0.15,1.28,-0.2
29.27,-0.04,0.28,-0.19,0.09,-2.21,5.05,-0.35,1.13,-0.21
29.34,-0.16,0.37,0.06,-0.04,-2.22,5.07,-0.37,1.16,-0.23
29.4,-0.11,0.38,0.08,-0.0,-2.23,5.09,-0.15,1.0,-0.22
29.47,-0.18,0.02,0.07,-0.07,-2.24,5.09,-0.49,0.88,-0.25
29.53,-0.05,0.05,-0.09,0.05,-2.24,5.1,-0.44,1.56,-0.27
29.6,-0.16,0.21,0.07,-0.08,-2.25,5.11,0.12,1.63,-0.23
29.66,-0.26,0.04,-0.09,-0.15,-2.27,5.11,-0.06,1.38,-0.22
29.73,-0.02,0.03,0.09,0.1,-2.27,5.12,-0.16,1.24,-0.21
29.79,-0.12,0.02,0.15,0.0,-2.28,5.12,0.08,1.0,-0.18
29.85,-0.11,0.15,0.05,0.03,-2.29,5.13,-0.03,1.27,-0.16
29.92,-0.07,0.07,0.1,0.09,-2.29,5.13,-0.3,1.17,-0.17
29.98,-0.14,0.46,-0.05,0.01,-2.3,5.16,-0.33,1.34,-0.19
30.04,-0.21,0.02,0.03,-0.07,-2.31,5.16,-0.27,1.46,-0.2
30.11,-0.08,0.04,0.1,0.04,-2.32,5.16,-0.08,1.36,-0.19
30.17,-0.04,0.25,0.09,0.1,-2.32,5.18,-0.23,0.95,-0.18
30.24,-0.18,0.17,0.0,-0.04,-2.33,5.19,-0.29,1.42,-0.2
